ano;mes;secretaria;regime_subgrupo;folha_total;num_registros;num_matriculas;percentual_na_secretaria
2023;7;Secretaria da Saúde;flexiveis;1274514.47;116;104;4.79
2023;7;Secretaria da Saúde;comissionados;169224.88;14;12;0.64
2023;7;Secretaria de Administração;efetivos;1206379.01;188;161;62.53
2023;7;Secretaria de Administração;funcao_confianca;592161.83;70;51;30.69
2023;7;Secretaria de Administração;comissionados;68676.13;5;4;3.56
2023;7;Secretaria de Administração;flexiveis;61997.92;63;61;3.21
2023;7;Secretaria de Assuntos Jurídicos e Patrimônio;efetivos;1594469.6;104;88;81.15
2023;7;Secretaria de Assuntos Jurídicos e Patrimônio;funcao_confianca;350252.39;30;25;17.83
2023;7;Secretaria de Assuntos Jurídicos e Patrimônio;comissionados;13091.16;1;1;0.67
2023;7;Secretaria de Assuntos Jurídicos e Patrimônio;flexiveis;6999.4400000000005;7;6;0.36
2023;7;Secretaria de Comunicação;funcao_confianca;128945.53;15;12;50.99
2023;7;Secretaria de Comunicação;comissionados;88310.14;7;6;34.92
2023;7;Secretaria de Comunicação;efetivos;31271.19;4;4;12.37
2023;7;Secretaria de Comunicação;flexiveis;4339.2;4;4;1.72
2023;7;Secretaria de Cultura;efetivos;261655.45;45;41;62.66
2023;7;Secretaria de Cultura;comissionados;80891.74;7;5;19.37
2023;7;Secretaria de Cultura;funcao_confianca;60518.100000000006;6;6;14.49
2023;7;Secretaria de Cultura;flexiveis;14492.4;15;15;3.47
2023;7;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;inativos;517705.52;90;90;47.33
2023;7;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;efetivos;302166.58;47;42;27.62
2023;7;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;funcao_confianca;178808.83;18;14;16.35
2023;7;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;comissionados;85418.47;8;5;7.81
2023;7;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;flexiveis;9763.199999999999;12;12;0.89
2023;7;Secretaria de Esportes e Lazer;efetivos;529670.28;62;54;75.67
2023;7;Secretaria de Esportes e Lazer;funcao_confianca;103795.0;15;11;14.83
2023;7;Secretaria de Esportes e Lazer;comissionados;50345.76;4;3;7.19
2023;7;Secretaria de Esportes e Lazer;flexiveis;16127.359999999999;17;15;2.3
2023;7;Secretaria de Gabinete Central;efetivos;448063.35;54;47;49.74
2023;7;Secretaria de Gabinete Central;funcao_confianca;342483.24;34;26;38.02
2023;7;Secretaria de Gabinete Central;comissionados;101404.01999999999;7;7;11.26
2023;7;Secretaria de Gabinete Central;flexiveis;8822.8;8;8;0.98
2023;7;Secretaria de Governo;efetivos;437286.96;46;34;32.72
2023;7;Secretaria de Governo;funcao_confianca;434467.07;44;28;32.51
2023;7;Secretaria de Governo;comissionados;429862.65;33;29;32.17
2023;7;Secretaria de Governo;flexiveis;34755.2;35;33;2.6
2023;7;Secretaria de Mobilidade;efetivos;107094.83;9;9;56.68
2023;7;Secretaria de Mobilidade;funcao_confianca;46492.69;3;3;24.61
2023;7;Secretaria de Mobilidade;comissionados;26182.34;2;2;13.86
2023;7;Secretaria de Mobilidade;flexiveis;9184.64;9;9;4.86
2023;7;Secretaria de Planejamento e Desenvolvimento Urbano;efetivos;1048806.3;148;120;73.51
2023;7;Secretaria de Planejamento e Desenvolvimento Urbano;funcao_confianca;293594.35;31;24;20.58
2023;7;Secretaria de Planejamento e Desenvolvimento Urbano;comissionados;43800.14;3;3;3.07
2023;7;Secretaria de Planejamento e Desenvolvimento Urbano;flexiveis;40544.56;37;36;2.84
2023;7;Secretaria de Recursos Humanos;efetivos;569870.55;97;74;64.48
2023;7;Secretaria de Recursos Humanos;funcao_confianca;272855.7;29;21;30.87
2023;7;Secretaria de Recursos Humanos;flexiveis;23407.92;24;21;2.65
2023;7;Secretaria de Recursos Humanos;comissionados;17617.8;1;1;1.99
2023;7;Secretaria de Relações Institucionais e Metropolitanas;comissionados;77982.62;6;5;59.39
2023;7;Secretaria de Relações Institucionais e Metropolitanas;funcao_confianca;42799.74;4;4;32.6
2023;7;Secretaria de Relações Institucionais e Metropolitanas;efetivos;10522.86;1;1;8.01
2023;7;Secretaria de Segurança Urbana;efetivos;3947537.5;399;346;93.9
2023;7;Secretaria de Segurança Urbana;funcao_confianca;225584.25;18;15;5.37
2023;7;Secretaria de Segurança Urbana;comissionados;30708.97;2;2;0.73
2023;7;Secretaria de Serviços Públicos e Obras;efetivos;829741.51;121;111;70.97
2023;7;Secretaria de Serviços Públicos e Obras;funcao_confianca;210197.38;21;18;17.98
2023;7;Secretaria de Serviços Públicos e Obras;comissionados;125983.75;10;9;10.78
2023;7;Secretaria de Serviços Públicos e Obras;flexiveis;3162.0;3;3;0.27
2023;7;Secretaria do Meio Ambiente, Parques e Jardins;efetivos;584153.91;79;63;65.97
2023;7;Secretaria do Meio Ambiente, Parques e Jardins;funcao_confianca;193516.27;19;19;21.86
2023;7;Secretaria do Meio Ambiente, Parques e Jardins;comissionados;88686.04;5;5;10.02
2023;7;Secretaria do Meio Ambiente, Parques e Jardins;flexiveis;19075.12;20;19;2.15
2023;8;Chefia do Poder Executivo;inativos;645378.73;165;165;100.0
2023;8;Secretaria da Cidadania;efetivos;1276832.77;210;187;62.84
2023;8;Secretaria da Cidadania;funcao_confianca;423337.87;47;40;20.84
2023;8;Secretaria da Cidadania;flexiveis;231847.22999999998;37;31;11.41
2023;8;Secretaria da Cidadania;comissionados;99764.81;7;7;4.91
2023;8;Secretaria da Educação;efetivos;37588933.47;5582;5303;93.08
2023;8;Secretaria da Educação;flexiveis;2210652.2199999997;2179;2161;5.47
2023;8;Secretaria da Educação;funcao_confianca;528211.96;49;44;1.31
2023;8;Secretaria da Educação;comissionados;56708.729999999996;4;4;0.14
2023;8;Secretaria da Fazenda;efetivos;1257729.96;178;141;74.38
2023;8;Secretaria da Fazenda;funcao_confianca;379875.64;42;33;22.47
2023;8;Secretaria da Fazenda;comissionados;33855.18;2;2;2.0
2023;8;Secretaria da Fazenda;flexiveis;19422.8;19;19;1.15
2023;8;Secretaria da Habitação e Regularização Fundiária;efetivos;180332.36;21;21;57.62
2023;8;Secretaria da Habitação e Regularização Fundiária;funcao_confianca;81645.03;9;8;26.09
2023;8;Secretaria da Habitação e Regularização Fundiária;comissionados;45000.14;3;3;14.38
2023;8;Secretaria da Habitação e Regularização Fundiária;flexiveis;6003.92;5;5;1.92
2023;8;Secretaria da Saúde;efetivos;23076610.11;2417;2106;85.74
2023;8;Secretaria da Saúde;funcao_confianca;2311082.01;172;145;8.59
2023;8;Secretaria da Saúde;flexiveis;1328814.31;108;104;4.94
2023;8;Secretaria da Saúde;comissionados;196727.46;14;12;0.73
2023;8;Secretaria de Administração;efetivos;1262155.27;186;160;64.41
2023;8;Secretaria de Administração;funcao_confianca;563182.57;61;51;28.74
2023;8;Secretaria de Administração;comissionados;70329.14;5;5;3.59
2023;8;Secretaria de Administração;flexiveis;63947.6;63;61;3.26
2023;8;Secretaria de Assuntos Jurídicos e Patrimônio;efetivos;1613321.1199999999;105;89;81.47
2023;8;Secretaria de Assuntos Jurídicos e Patrimônio;funcao_confianca;348797.14;31;25;17.61
2023;8;Secretaria de Assuntos Jurídicos e Patrimônio;comissionados;13691.17;1;1;0.69
2023;8;Secretaria de Assuntos Jurídicos e Patrimônio;flexiveis;4568.16;5;5;0.23
2023;8;Secretaria de Comunicação;funcao_confianca;147782.32;15;12;51.54
2023;8;Secretaria de Comunicação;comissionados;101811.36;7;6;35.51
2023;8;Secretaria de Comunicação;efetivos;32800.03;5;4;11.44
2023;8;Secretaria de Comunicação;flexiveis;4339.2;4;4;1.51
2023;8;Secretaria de Cultura;efetivos;262289.96;42;39;60.64
2023;8;Secretaria de Cultura;comissionados;92110.12;6;6;21.29
2023;8;Secretaria de Cultura;funcao_confianca;63561.130000000005;7;6;14.69
2023;8;Secretaria de Cultura;flexiveis;14608.64;16;16;3.38
2023;8;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;inativos;516559.83;89;89;45.91
2023;8;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;efetivos;323729.84;47;42;28.77
2023;8;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;funcao_confianca;170046.13;18;15;15.11
2023;8;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;comissionados;101957.52;7;7;9.06
2023;8;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;flexiveis;12832.8;13;13;1.14
2023;8;Secretaria de Esportes e Lazer;efetivos;530665.55;59;57;76.92
2023;8;Secretaria de Esportes e Lazer;funcao_confianca;101254.25;13;11;14.68
2023;8;Secretaria de Esportes e Lazer;comissionados;45000.14;3;3;6.52
2023;8;Secretaria de Esportes e Lazer;flexiveis;13017.599999999999;15;15;1.89
2023;8;Secretaria de Gabinete Central;efetivos;462549.91;54;50;46.68
2023;8;Secretaria de Gabinete Central;funcao_confianca;398790.72;29;24;40.24
2023;8;Secretaria de Gabinete Central;comissionados;122186.17;9;8;12.33
2023;8;Secretaria de Gabinete Central;flexiveis;7439.599999999999;7;7;0.75
2023;8;Secretaria de Governo;comissionados;447492.33;33;31;36.19
2023;8;Secretaria de Governo;efetivos;418257.05;42;34;33.82
2023;8;Secretaria de Governo;funcao_confianca;336980.58;31;27;27.25
2023;8;Secretaria de Governo;flexiveis;33872.56;33;33;2.74
2023;8;Secretaria de Mobilidade;efetivos;114784.34;10;9;57.83
2023;8;Secretaria de Mobilidade;funcao_confianca;45072.79;3;3;22.71
2023;8;Secretaria de Mobilidade;comissionados;27382.34;2;2;13.8
2023;8;Secretaria de Mobilidade;flexiveis;11238.0;11;11;5.66
2023;8;Secretaria de Planejamento e Desenvolvimento Urbano;efetivos;1104612.22;152;129;73.14
2023;8;Secretaria de Planejamento e Desenvolvimento Urbano;funcao_confianca;323274.86;26;23;21.41
2023;8;Secretaria de Planejamento e Desenvolvimento Urbano;comissionados;45000.14;3;3;2.98
2023;8;Secretaria de Planejamento e Desenvolvimento Urbano;flexiveis;37350.96;34;34;2.47
2023;8;Secretaria de Recursos Humanos;efetivos;582150.86;87;81;69.42
2023;8;Secretaria de Recursos Humanos;funcao_confianca;219459.93;22;20;26.17
2023;8;Secretaria de Recursos Humanos;flexiveis;19387.12;18;18;2.31
2023;8;Secretaria de Recursos Humanos;comissionados;17617.8;1;1;2.1
2023;8;Secretaria de Relações Institucionais e Metropolitanas;comissionados;70620.7;5;5;57.19
2023;8;Secretaria de Relações Institucionais e Metropolitanas;funcao_confianca;41710.65;4;4;33.78
2023;8;Secretaria de Relações Institucionais e Metropolitanas;efetivos;11157.35;1;1;9.04
2023;8;Secretaria de Segurança Urbana;efetivos;4108938.43;383;346;94.32
2023;8;Secretaria de Segurança Urbana;funcao_confianca;216364.39;16;15;4.97
2023;8;Secretaria de Segurança Urbana;comissionados;31308.97;2;2;0.72
2023;8;Secretaria de Serviços Públicos e Obras;efetivos;823213.91;124;109;70.01
2023;8;Secretaria de Serviços Públicos e Obras;funcao_confianca;219940.13;22;18;18.7
2023;8;Secretaria de Serviços Públicos e Obras;comissionados;129456.73999999999;12;9;11.01
2023;8;Secretaria de Serviços Públicos e Obras;flexiveis;3254.3999999999996;3;3;0.28
2023;8;Secretaria do Meio Ambiente, Parques e Jardins;efetivos;540588.43;74;66;64.07
2023;8;Secretaria do Meio Ambiente, Parques e Jardins;funcao_confianca;200040.96;23;17;23.71
2023;8;Secretaria do Meio Ambiente, Parques e Jardins;comissionados;84731.61;4;4;10.04
2023;8;Secretaria do Meio Ambiente, Parques e Jardins;flexiveis;18441.6;18;18;2.19
2023;9;Chefia do Poder Executivo;inativos;629096.05;163;163;100.0
2023;9;Secretaria da Cidadania;efetivos;1291072.94;203;188;64.03
2023;9;Secretaria da Cidadania;funcao_confianca;408875.33;44;40;20.28
2023;9;Secretaria da Cidadania;flexiveis;216769.44999999998;35;31;10.75
2023;9;Secretaria da Cidadania;comissionados;99764.81;7;7;4.95
2023;9;Secretaria da Educação;efetivos;37213221.26;5535;5274;90.69
2023;9;Secretaria da Educação;flexiveis;3180072.7399999998;2451;2414;7.75
2023;9;Secretaria da Educação;funcao_confianca;576212.41;52;45;1.4
2023;9;Secretaria da Educação;comissionados;62817.939999999995;4;4;0.15
2023;9;Secretaria da Fazenda;efetivos;1412874.41;146;137;75.16
2023;9;Secretaria da Fazenda;funcao_confianca;435710.41;38;33;23.18
2023;9;Secretaria da Fazenda;flexiveis;17492.399999999998;17;16;0.93
2023;9;Secretaria da Fazenda;comissionados;13691.17;1;1;0.73
2023;9;Secretaria da Habitação e Regularização Fundiária;efetivos;204220.91;27;22;60.09
2023;9;Secretaria da Habitação e Regularização Fundiária;funcao_confianca;86284.35;10;8;25.39
2023;9;Secretaria da Habitação e Regularização Fundiária;comissionados;45000.14;3;3;13.24
2023;9;Secretaria da Habitação e Regularização Fundiária;flexiveis;4339.2;4;4;1.28
2023;9;Secretaria da Saúde;efetivos;22255558.37;2395;2097;85.16
2023;9;Secretaria da Saúde;funcao_confianca;2483689.29;170;147;9.5
2023;9;Secretaria da Saúde;flexiveis;1222827.13;109;99;4.68
2023;9;Secretaria da Saúde;comissionados;171504.91;12;12;0.66
2023;9;Secretaria de Administração;efetivos;1285577.41;180;163;62.99
2023;9;Secretaria de Administração;funcao_confianca;608691.1;58;51;29.82
2023;9;Secretaria de Administração;comissionados;83362.23;5;5;4.08
2023;9;Secretaria de Administração;flexiveis;63429.52;60;59;3.11
2023;9;Secretaria de Assuntos Jurídicos e Patrimônio;efetivos;1581026.68;102;87;80.72
2023;9;Secretaria de Assuntos Jurídicos e Patrimônio;funcao_confianca;351204.23;29;26;17.93
2023;9;Secretaria de Assuntos Jurídicos e Patrimônio;comissionados;21709.5;2;2;1.11
2023;9;Secretaria de Assuntos Jurídicos e Patrimônio;flexiveis;4674.8;7;7;0.24
2023;9;Secretaria de Comunicação;funcao_confianca;135850.31;14;12;55.46
2023;9;Secretaria de Comunicação;comissionados;72904.53;6;5;29.76
2023;9;Secretaria de Comunicação;efetivos;31411.47;4;4;12.82
2023;9;Secretaria de Comunicação;flexiveis;4773.12;5;5;1.95
2023;9;Secretaria de Cultura;efetivos;246000.1;41;39;61.64
2023;9;Secretaria de Cultura;comissionados;72382.48;5;5;18.14
2023;9;Secretaria de Cultura;funcao_confianca;63541.58;6;6;15.92
2023;9;Secretaria de Cultura;flexiveis;17176.0;17;17;4.3
2023;9;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;inativos;508078.97;89;88;45.93
2023;9;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;efetivos;326897.72;49;43;29.55
2023;9;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;funcao_confianca;170383.94;17;15;15.4
2023;9;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;comissionados;90000.28;6;6;8.14
2023;9;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;flexiveis;10767.92;12;12;0.97
2023;9;Secretaria de Esportes e Lazer;efetivos;568008.26;62;58;76.5
2023;9;Secretaria de Esportes e Lazer;funcao_confianca;110341.3;12;11;14.86
2023;9;Secretaria de Esportes e Lazer;comissionados;45000.14;3;3;6.06
2023;9;Secretaria de Esportes e Lazer;flexiveis;19154.4;15;15;2.58
2023;9;Secretaria de Gabinete Central;efetivos;509513.18;54;51;53.97
2023;9;Secretaria de Gabinete Central;funcao_confianca;300082.62;27;23;31.78
2023;9;Secretaria de Gabinete Central;comissionados;127422.54;9;8;13.5
2023;9;Secretaria de Gabinete Central;flexiveis;7105.04;7;7;0.75
2023;9;Secretaria de Governo;comissionados;464113.74;36;32;36.81
2023;9;Secretaria de Governo;efetivos;426919.77999999997;40;35;33.86
2023;9;Secretaria de Governo;funcao_confianca;334578.67;28;26;26.54
2023;9;Secretaria de Governo;flexiveis;35082.479999999996;33;33;2.78
2023;9;Secretaria de Mobilidade;efetivos;137813.47999999998;9;9;62.14
2023;9;Secretaria de Mobilidade;funcao_confianca;46502.79;4;3;20.97
2023;9;Secretaria de Mobilidade;comissionados;27382.34;2;2;12.35
2023;9;Secretaria de Mobilidade;flexiveis;10070.16;10;10;4.54
2023;9;Secretaria de Planejamento e Desenvolvimento Urbano;efetivos;1129273.14;148;133;75.04
2023;9;Secretaria de Planejamento e Desenvolvimento Urbano;funcao_confianca;281373.99;27;24;18.7
2023;9;Secretaria de Planejamento e Desenvolvimento Urbano;comissionados;59418.58;5;4;3.95
2023;9;Secretaria de Planejamento e Desenvolvimento Urbano;flexiveis;34923.6;33;33;2.32
2023;9;Secretaria de Recursos Humanos;efetivos;603885.23;86;80;66.65
2023;9;Secretaria de Recursos Humanos;funcao_confianca;264109.98;24;21;29.15
2023;9;Secretaria de Recursos Humanos;flexiveis;20446.48;19;19;2.26
2023;9;Secretaria de Recursos Humanos;comissionados;17617.8;1;1;1.94
2023;9;Secretaria de Relações Institucionais e Metropolitanas;comissionados;72382.48;5;5;54.67
2023;9;Secretaria de Relações Institucionais e Metropolitanas;funcao_confianca;41788.16;4;4;31.56
2023;9;Secretaria de Relações Institucionais e Metropolitanas;efetivos;18230.0;2;1;13.77
2023;9;Secretaria de Segurança Urbana;efetivos;3838556.55;366;344;93.28
2023;9;Secretaria de Segurança Urbana;funcao_confianca;238910.09;18;15;5.81
2023;9;Secretaria de Segurança Urbana;comissionados;31308.97;2;2;0.76
2023;9;Secretaria de Segurança Urbana;flexiveis;6328.0;10;10;0.15
2023;9;Secretaria de Serviços Públicos e Obras;efetivos;876031.04;117;107;73.82
2023;9;Secretaria de Serviços Públicos e Obras;funcao_confianca;193944.26;19;18;16.34
2023;9;Secretaria de Serviços Públicos e Obras;comissionados;113455.98;8;8;9.56
2023;9;Secretaria de Serviços Públicos e Obras;flexiveis;3254.3999999999996;3;3;0.27
2023;9;Secretaria do Meio Ambiente, Parques e Jardins;efetivos;578725.4;74;67;70.03
2023;9;Secretaria do Meio Ambiente, Parques e Jardins;funcao_confianca;181244.2;18;17;21.93
2023;9;Secretaria do Meio Ambiente, Parques e Jardins;comissionados;46312.71;3;3;5.6
2023;9;Secretaria do Meio Ambiente, Parques e Jardins;flexiveis;20141.12;20;20;2.44
2023;10;Chefia do Poder Executivo;inativos;625693.85;162;162;100.0
2023;10;Secretaria da Cidadania;efetivos;1261248.5;204;190;62.09
2023;10;Secretaria da Cidadania;funcao_confianca;426171.76;45;40;20.98
2023;10;Secretaria da Cidadania;flexiveis;244059.11;39;31;12.02
2023;10;Secretaria da Cidadania;comissionados;99764.82;7;7;4.91
2023;10;Secretaria da Educação;efetivos;37203753.01;5397;5268;90.84
2023;10;Secretaria da Educação;flexiveis;3134751.19;2419;2396;7.65
2023;10;Secretaria da Educação;funcao_confianca;555606.61;53;46;1.36
2023;10;Secretaria da Educação;comissionados;62817.939999999995;4;4;0.15
2023;10;Secretaria da Fazenda;efetivos;1164237.07;153;135;75.11
2023;10;Secretaria da Fazenda;funcao_confianca;361003.13;38;33;23.29
2023;10;Secretaria da Fazenda;comissionados;13691.17;1;1;0.88
2023;10;Secretaria da Fazenda;flexiveis;11081.6;11;11;0.71
2023;10;Secretaria da Habitação e Regularização Fundiária;efetivos;248170.99;29;23;63.16
2023;10;Secretaria da Habitação e Regularização Fundiária;funcao_confianca;93303.57;12;8;23.75
2023;10;Secretaria da Habitação e Regularização Fundiária;comissionados;45000.14;3;3;11.45
2023;10;Secretaria da Habitação e Regularização Fundiária;flexiveis;6436.48;6;5;1.64
2023;10;Secretaria da Saúde;efetivos;22413570.57;2339;2090;85.58
2023;10;Secretaria da Saúde;funcao_confianca;2395275.15;168;146;9.15
2023;10;Secretaria da Saúde;flexiveis;1208944.98;114;102;4.62
2023;10;Secretaria da Saúde;comissionados;171504.9;12;12;0.65
2023;10;Secretaria de Administração;efetivos;1232982.33;180;162;63.3
2023;10;Secretaria de Administração;funcao_confianca;569612.91;58;50;29.24
2023;10;Secretaria de Administração;comissionados;83362.23;5;5;4.28
2023;10;Secretaria de Administração;flexiveis;61967.28;59;59;3.18
2023;10;Secretaria de Assuntos Jurídicos e Patrimônio;efetivos;1776439.49;99;87;83.35
2023;10;Secretaria de Assuntos Jurídicos e Patrimônio;funcao_confianca;321091.01;29;25;15.07
2023;10;Secretaria de Assuntos Jurídicos e Patrimônio;comissionados;27382.34;2;2;1.28
2023;10;Secretaria de Assuntos Jurídicos e Patrimônio;flexiveis;6333.599999999999;7;7;0.3
2023;10;Secretaria de Comunicação;funcao_confianca;135729.38;13;12;53.2
2023;10;Secretaria de Comunicação;comissionados;81273.55;6;6;31.85
2023;10;Secretaria de Comunicação;efetivos;32181.67;4;4;12.61
2023;10;Secretaria de Comunicação;flexiveis;5966.4;6;6;2.34
2023;10;Secretaria de Cultura;efetivos;258985.51;48;39;62.2
2023;10;Secretaria de Cultura;comissionados;74127.95999999999;5;5;17.8
2023;10;Secretaria de Cultura;funcao_confianca;63541.58;6;6;15.26
2023;10;Secretaria de Cultura;flexiveis;19699.2;19;18;4.73
2023;10;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;inativos;498583.96;89;87;46.57
2023;10;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;efetivos;309451.68;46;42;28.91
2023;10;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;funcao_confianca;160641.01;16;15;15.01
2023;10;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;comissionados;90000.28;6;6;8.41
2023;10;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;flexiveis;11871.199999999999;12;12;1.11
2023;10;Secretaria de Esportes e Lazer;efetivos;566595.36;62;58;75.72
2023;10;Secretaria de Esportes e Lazer;funcao_confianca;106430.24;12;10;14.22
2023;10;Secretaria de Esportes e Lazer;comissionados;58691.31;4;4;7.84
2023;10;Secretaria de Esportes e Lazer;flexiveis;16606.64;14;13;2.22
2023;10;Secretaria de Gabinete Central;efetivos;366308.41;45;40;44.73
2023;10;Secretaria de Gabinete Central;funcao_confianca;288718.31;25;23;35.26
2023;10;Secretaria de Gabinete Central;comissionados;156550.37;11;10;19.12
2023;10;Secretaria de Gabinete Central;flexiveis;7270.88;6;6;0.89
2023;10;Secretaria de Governo;efetivos;531336.21;48;45;35.76
2023;10;Secretaria de Governo;comissionados;466895.48;31;29;31.43
2023;10;Secretaria de Governo;funcao_confianca;455313.38;32;29;30.65
2023;10;Secretaria de Governo;flexiveis;32165.28;31;31;2.16
2023;10;Secretaria de Mobilidade;efetivos;106243.48;9;9;56.42
2023;10;Secretaria de Mobilidade;funcao_confianca;44931.979999999996;3;3;23.86
2023;10;Secretaria de Mobilidade;comissionados;27382.34;2;2;14.54
2023;10;Secretaria de Mobilidade;flexiveis;9763.199999999999;9;9;5.18
2023;10;Secretaria de Planejamento e Desenvolvimento Urbano;efetivos;1055940.55;143;130;72.52
2023;10;Secretaria de Planejamento e Desenvolvimento Urbano;funcao_confianca;305790.57;28;24;21.0
2023;10;Secretaria de Planejamento e Desenvolvimento Urbano;comissionados;58691.31;4;4;4.03
2023;10;Secretaria de Planejamento e Desenvolvimento Urbano;flexiveis;35609.6;34;34;2.45
2023;10;Secretaria de Recursos Humanos;efetivos;583451.4400000001;89;79;69.42
2023;10;Secretaria de Recursos Humanos;funcao_confianca;222833.87;22;21;26.51
2023;10;Secretaria de Recursos Humanos;comissionados;17617.8;1;1;2.1
2023;10;Secretaria de Recursos Humanos;flexiveis;16556.48;18;18;1.97
2023;10;Secretaria de Relações Institucionais e Metropolitanas;comissionados;90782.83;6;6;62.89
2023;10;Secretaria de Relações Institucionais e Metropolitanas;funcao_confianca;42407.2;5;4;29.38
2023;10;Secretaria de Relações Institucionais e Metropolitanas;efetivos;11157.35;1;1;7.73
2023;10;Secretaria de Segurança Urbana;efetivos;3998615.31;376;344;92.95
2023;10;Secretaria de Segurança Urbana;funcao_confianca;258427.86;15;15;6.01
2023;10;Secretaria de Segurança Urbana;comissionados;31308.97;2;2;0.73
2023;10;Secretaria de Segurança Urbana;flexiveis;13704.64;14;14;0.32
2023;10;Secretaria de Serviços Públicos e Obras;efetivos;769601.52;115;105;70.7
2023;10;Secretaria de Serviços Públicos e Obras;funcao_confianca;201134.9;21;18;18.48
2023;10;Secretaria de Serviços Públicos e Obras;comissionados;113455.98999999999;8;8;10.42
2023;10;Secretaria de Serviços Públicos e Obras;flexiveis;4303.04;4;4;0.4
2023;10;Secretaria do Meio Ambiente, Parques e Jardins;efetivos;584269.2;74;67;69.09
2023;10;Secretaria do Meio Ambiente, Parques e Jardins;funcao_confianca;193123.35;18;18;22.84
2023;10;Secretaria do Meio Ambiente, Parques e Jardins;comissionados;47039.979999999996;4;3;5.56
2023;10;Secretaria do Meio Ambiente, Parques e Jardins;flexiveis;21174.0;20;20;2.5
2023;11;Chefia do Poder Executivo;inativos;925019.84;163;162;100.0
2023;11;Secretaria da Cidadania;efetivos;1871344.74;217;193;64.11
2023;11;Secretaria da Cidadania;funcao_confianca;594219.13;44;40;20.36
2023;11;Secretaria da Cidadania;flexiveis;322658.54;37;31;11.05
2023;11;Secretaria da Cidadania;comissionados;130782.84;7;6;4.48
2023;11;Secretaria da Educação;efetivos;52120639.47;5580;5258;92.4
2023;11;Secretaria da Educação;flexiveis;3407600.7399999998;2407;2367;6.04
2023;11;Secretaria da Educação;funcao_confianca;796439.66;56;46;1.41
2023;11;Secretaria da Educação;comissionados;82294.19;4;4;0.15
2023;11;Secretaria da Fazenda;efetivos;1589175.34;148;134;74.16
2023;11;Secretaria da Fazenda;funcao_confianca;543934.12;40;33;25.38
2023;11;Secretaria da Fazenda;flexiveis;9892.32;10;9;0.46
2023;11;Secretaria da Habitação e Regularização Fundiária;efetivos;232578.58;23;21;55.44
2023;11;Secretaria da Habitação e Regularização Fundiária;funcao_confianca;117367.7;8;8;27.98
2023;11;Secretaria da Habitação e Regularização Fundiária;comissionados;64172.89;3;3;15.3
2023;11;Secretaria da Habitação e Regularização Fundiária;flexiveis;5424.0;5;5;1.29
2023;11;Secretaria da Saúde;efetivos;26969120.27;2464;2197;78.84
2023;11;Secretaria da Saúde;flexiveis;3783753.34;103;103;11.06
2023;11;Secretaria da Saúde;funcao_confianca;3226949.24;163;142;9.43
2023;11;Secretaria da Saúde;comissionados;227227.69;12;12;0.66
2023;11;Secretaria de Administração;efetivos;1699224.35;184;161;63.36
2023;11;Secretaria de Administração;funcao_confianca;802523.59;54;50;29.93
2023;11;Secretaria de Administração;comissionados;114511.05;5;5;4.27
2023;11;Secretaria de Administração;flexiveis;65483.2;65;65;2.44
2023;11;Secretaria de Assuntos Jurídicos e Patrimônio;efetivos;1954696.1;98;85;78.76
2023;11;Secretaria de Assuntos Jurídicos e Patrimônio;funcao_confianca;450926.64;27;25;18.17
2023;11;Secretaria de Assuntos Jurídicos e Patrimônio;comissionados;70037.72;4;4;2.82
2023;11;Secretaria de Assuntos Jurídicos e Patrimônio;flexiveis;6333.599999999999;7;7;0.26
2023;11;Secretaria de Comunicação;funcao_confianca;198371.63;17;12;53.7
2023;11;Secretaria de Comunicação;comissionados;118883.04;6;6;32.18
2023;11;Secretaria de Comunicação;efetivos;45666.61;4;4;12.36
2023;11;Secretaria de Comunicação;flexiveis;6508.799999999999;6;6;1.76
2023;11;Secretaria de Cultura;efetivos;323753.61;45;38;59.13
2023;11;Secretaria de Cultura;comissionados;105191.87;5;5;19.21
2023;11;Secretaria de Cultura;funcao_confianca;101194.73999999999;7;6;18.48
2023;11;Secretaria de Cultura;flexiveis;17356.8;17;17;3.17
2023;11;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;inativos;731624.14;86;86;46.58
2023;11;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;efetivos;460451.37;48;43;29.32
