ano;mes;regime;folha_total;num_registros;num_matriculas;percentual
2022;12;MED.PLANT.ESTAT -LEI 8336/2007;3930540.62;225;104;2.78
2022;12;MEDICOS PLANTONISTAS/ESTATUT.;2621484.88;101;48;1.86
2022;12;ACUMULO DE GRATIF-ESTAT NOVOS;2244508.47;190;87;1.59
2022;12;C.L.T./TEMP/HORISTA;2110957.02;157;74;1.5
2022;12;PROF/EVENT/SUBST/AUTONOMOS   A;1617356.56;1305;1276;1.15
2022;12;COMISSAO/EXTERNO             S;1584998.85;141;65;1.12
2022;12;COMIS ESTAT/MENSAL(INCORPORAN);1478672.73;129;56;1.05
2022;12;C.L.T./PROF/TMP/HORISTA;1386835.38;255;128;0.98
2022;12;APOS/PENS-CLT/COMPL.INSS     P;1211775.62;328;172;0.86
2022;12;C.L.T.                     C;1186356.49;386;179;0.84
2022;12;ACUMULO DE GRATTIFICACAO-ESTAT;1008820.07;63;27;0.71
2022;12;APOS/INAT-CLT/COMPL.INSS     P;987668.11;183;94;0.7
2022;12;ESTAGIARIOS;870178.08;944;939;0.62
2022;12;COMIS.ESTAT/HOR(INCORP)NOVOS;843102.49;29;13;0.6
2022;12;C.L.T. MENSAL/TEMP;535604.7;246;125;0.38
2022;12;AGENTE POLITICO              S;477701.83;32;16;0.34
2022;12;COMIS.ESTAT/HOR(INCORPORANDO);408295.99;11;5;0.29
2022;12;AGENTE HONORIFICO;393579.81;59;30;0.28
2022;12;ACUM FG-ANT.COM.EST.HR.C.ORIG;272169.73;14;7;0.19
2022;12;COMIS ESTAT MENS(CARGO ORIGEM);209426.36;13;6;0.15
2022;12;COMIS. ESTAT. INT. NOVO;147662.69;16;7;0.1
2022;12;AGENTE POLITICO RPPS NOVOS;70871.2;4;2;0.05
2022;12;PREFEITO                     S;29563.01;1;1;0.02
2022;12;VICE PREFEITO                S;17817.8;1;1;0.01
2022;12;COMIS ESTAT MENS(ORIGEM) NOVOS;16098.76;2;1;0.01
2023;1;PROF/HOR/ESTAT - LEI 8336/2007;19529809.61;3898;1967;24.07
2023;1;ESTATUTARIOS MEN/ LEI 8336/07;17508433.18;4936;3344;21.58
2023;1;ESTATUTARIO                  E;7921133.26;1075;864;9.76
2023;1;ESTAT. HORISTAS/NOVOS 8336/07;6499151.72;801;725;8.01
2023;1;ESTATUTARIO/HORISTAS         E;6098576.56;518;460;7.52
2023;1;PROF/HORISTAS/ESTATUTARIOS   E;5968781.65;783;405;7.36
2023;1;COMIS.ESTAT/MENSAL NOVOS (INC);5021473.25;537;479;6.19
2023;1;MED.PLANT.ESTAT -LEI 8336/2007;2081065.99;119;105;2.56
2023;1;ACUMULO DE GRATIF-ESTAT NOVOS;1372662.03;112;89;1.69
2023;1;MEDICOS PLANTONISTAS/ESTATUT.;1191794.29;52;46;1.47
2023;1;C.L.T./TEMP/HORISTA;1150085.76;84;74;1.42
2023;1;COMISSAO/EXTERNO             S;826737.12;77;66;1.02
2023;1;ESTAGIARIOS;799457.04;952;896;0.99
2023;1;PROF/EVENT/SUBST/AUTONOMOS   A;799219.99;874;864;0.98
2023;1;COMIS ESTAT/MENSAL(INCORPORAN);679038.61;58;55;0.84
2023;1;C.L.T.                     C;614483.14;185;179;0.76
2023;1;APOS/PENS-CLT/COMPL.INSS     P;582751.88;171;171;0.72
2023;1;APOS/INAT-CLT/COMPL.INSS     P;491657.20999999996;94;94;0.61
2023;1;COMIS.ESTAT/HOR(INCORP)NOVOS;445304.28;13;12;0.55
2023;1;ACUMULO DE GRATTIFICACAO-ESTAT;444937.33;27;26;0.55
2023;1;AGENTE POLITICO              S;302243.13;19;16;0.37
2023;1;COMIS.ESTAT/HOR(INCORPORANDO);230389.58;6;6;0.28
2023;1;AGENTE HONORIFICO;147663.5;33;29;0.18
2023;1;ACUM FG-ANT.COM.EST.HR.C.ORIG;109482.23000000001;6;6;0.13
2023;1;COMIS ESTAT MENS(CARGO ORIGEM);99011.77;6;6;0.12
2023;1;AGENTE POLITICO RPPS NOVOS;60487.78;4;2;0.07
2023;1;C.L.T. MENSAL/TEMP;54732.05;21;20;0.07
2023;1;COMIS. ESTAT. INT. NOVO;51167.86;7;7;0.06
2023;1;PREFEITO                     S;22511.64;1;1;0.03
2023;1;C.L.T./PROF/TMP/HORISTA;22119.35;7;7;0.03
2023;1;VICE PREFEITO                S;17617.8;1;1;0.02
2023;2;ESTATUTARIOS MEN/ LEI 8336/07;17240355.09;3575;3349;20.73
2023;2;PROF/HOR/ESTAT - LEI 8336/2007;16765110.5;2117;1968;20.16
2023;2;ESTATUTARIO                  E;8856588.25;930;849;10.65
2023;2;ESTATUTARIO/HORISTAS         E;7261851.78;552;455;8.73
2023;2;ESTAT. HORISTAS/NOVOS 8336/07;6940778.86;847;723;8.35
2023;2;COMIS.ESTAT/MENSAL NOVOS (INC);6046161.36;551;480;7.27
2023;2;PROF/HORISTAS/ESTATUTARIOS   E;5629514.88;403;402;6.77
2023;2;MED.PLANT.ESTAT -LEI 8336/2007;2613612.75;125;104;3.14
2023;2;ACUMULO DE GRATIF-ESTAT NOVOS;1730859.17;111;96;2.08
2023;2;MEDICOS PLANTONISTAS/ESTATUT.;1592567.25;56;46;1.92
2023;2;C.L.T./TEMP/HORISTA;1339690.25;89;74;1.61
2023;2;COMISSAO/EXTERNO             S;1045315.88;78;67;1.26
2023;2;ESTAGIARIOS;885855.44;992;936;1.07
2023;2;COMIS ESTAT/MENSAL(INCORPORAN);869107.59;62;55;1.05
2023;2;C.L.T.                     C;678734.72;210;179;0.82
2023;2;COMIS.ESTAT/HOR(INCORP)NOVOS;643584.72;16;13;0.77
2023;2;ACUMULO DE GRATTIFICACAO-ESTAT;609338.6;31;26;0.73
2023;2;APOS/PENS-CLT/COMPL.INSS     P;572657.62;169;169;0.69
2023;2;APOS/INAT-CLT/COMPL.INSS     P;478996.13;93;93;0.58
2023;2;COMIS.ESTAT/HOR(INCORPORANDO);318254.31;8;6;0.38
2023;2;AGENTE POLITICO              S;256045.36;15;14;0.31
2023;2;AGENTE HONORIFICO;190253.69;34;29;0.23
2023;2;ACUM FG-ANT.COM.EST.HR.C.ORIG;160782.26;8;6;0.19
2023;2;COMIS ESTAT MENS(CARGO ORIGEM);152833.86000000002;8;6;0.18
2023;2;COMIS. ESTAT. INT. NOVO;76752.98;9;6;0.09
2023;2;AGENTE POLITICO RPPS NOVOS;58726.0;3;2;0.07
2023;2;C.L.T. MENSAL/TEMP;47115.33;18;18;0.06
2023;2;PREFEITO                     S;29363.01;1;1;0.04
2023;2;PROF/EVENT/SUBST/AUTONOMOS   A;22762.48;40;26;0.03
2023;2;C.L.T./PROF/TMP/HORISTA;21385.7;6;6;0.03
2023;2;VICE PREFEITO                S;17617.8;1;1;0.02
2023;3;ESTATUTARIOS MEN/ LEI 8336/07;21719444.46;4087;3627;23.62
2023;3;PROF/HOR/ESTAT - LEI 8336/2007;18572076.88;1987;1979;20.2
2023;3;ESTATUTARIO                  E;9398487.51;931;845;10.22
2023;3;ESTAT. HORISTAS/NOVOS 8336/07;7836063.13;861;723;8.52
2023;3;ESTATUTARIO/HORISTAS         E;7164024.36;523;451;7.79
2023;3;COMIS.ESTAT/MENSAL NOVOS (INC);5821302.19;557;478;6.33
2023;3;PROF/HORISTAS/ESTATUTARIOS   E;5725077.01;405;405;6.23
2023;3;MED.PLANT.ESTAT -LEI 8336/2007;2376469.56;116;104;2.58
2023;3;ACUMULO DE GRATIF-ESTAT NOVOS;1664892.18;116;97;1.81
2023;3;MEDICOS PLANTONISTAS/ESTATUT.;1533006.93;54;46;1.67
2023;3;PROF/EVENT/SUBST/AUTONOMOS   A;1371671.1;1186;1183;1.49
2023;3;C.L.T./TEMP/HORISTA;1219345.45;78;72;1.33
2023;3;COMISSAO/EXTERNO             S;1059572.61;78;71;1.15
2023;3;ESTAGIARIOS;1055827.04;1063;1000;1.15
2023;3;COMIS ESTAT/MENSAL(INCORPORAN);835605.54;63;56;0.91
2023;3;APOS/PENS-CLT/COMPL.INSS     P;701191.18;169;168;0.76
2023;3;COMIS.ESTAT/HOR(INCORP)NOVOS;673805.66;15;13;0.73
2023;3;C.L.T.                     C;648633.4400000001;196;177;0.71
2023;3;ACUMULO DE GRATTIFICACAO-ESTAT;638070.57;30;25;0.69
2023;3;APOS/INAT-CLT/COMPL.INSS     P;622961.31;96;93;0.68
2023;3;COMIS.ESTAT/HOR(INCORPORANDO);286413.89;8;6;0.31
2023;3;AGENTE POLITICO              S;286387.12;17;15;0.31
2023;3;AGENTE HONORIFICO;172475.6;32;29;0.19
2023;3;COMIS ESTAT MENS(CARGO ORIGEM);165524.46;8;6;0.18
2023;3;ACUM FG-ANT.COM.EST.HR.C.ORIG;134072.14;7;6;0.15
2023;3;C.L.T. MENSAL/TEMP;85708.34;67;66;0.09
2023;3;COMIS. ESTAT. INT. NOVO;69495.74;7;7;0.08
2023;3;AGENTE POLITICO RPPS NOVOS;29479.73;2;2;0.03
2023;3;PREFEITO                     S;29363.01;1;1;0.03
2023;3;C.L.T./PROF/TMP/HORISTA;25099.07;6;6;0.03
2023;3;VICE PREFEITO                S;17617.8;1;1;0.02
2023;4;ESTATUTARIOS MEN/ LEI 8336/07;18215972.53;6713;3611;22.66
2023;4;PROF/HOR/ESTAT - LEI 8336/2007;15268233.21;2112;1966;18.99
2023;4;ESTATUTARIO                  E;7977251.5;1529;839;9.92
2023;4;ESTAT. HORISTAS/NOVOS 8336/07;6878265.49;1268;720;8.56
2023;4;ESTATUTARIO/HORISTAS         E;6086847.37;715;450;7.57
2023;4;COMIS.ESTAT/MENSAL NOVOS (INC);5137250.67;675;472;6.39
2023;4;PROF/HORISTAS/ESTATUTARIOS   E;4584654.61;408;385;5.7
2023;4;PROF/EVENT/SUBST/AUTONOMOS   A;2456175.31;1707;1683;3.06
2023;4;MED.PLANT.ESTAT -LEI 8336/2007;2279959.58;121;104;2.84
2023;4;ACUMULO DE GRATIF-ESTAT NOVOS;1410107.09;144;99;1.75
2023;4;MEDICOS PLANTONISTAS/ESTATUT.;1234595.03;49;46;1.54
2023;4;C.L.T./TEMP/HORISTA;1171604.14;75;73;1.46
2023;4;ESTAGIARIOS;1066835.76;1074;1062;1.33
2023;4;COMISSAO/EXTERNO             S;1055198.1;85;81;1.31
2023;4;COMIS ESTAT/MENSAL(INCORPORAN);819426.13;75;56;1.02
2023;4;C.L.T.                     C;667114.34;358;175;0.83
2023;4;C.L.T./PROF/TMP/HORISTA;622329.64;117;117;0.77
2023;4;APOS/PENS-CLT/COMPL.INSS     P;600534.18;167;167;0.75
2023;4;ACUMULO DE GRATTIFICACAO-ESTAT;562412.9;42;25;0.7
2023;4;APOS/INAT-CLT/COMPL.INSS     P;500914.75;92;92;0.62
2023;4;COMIS.ESTAT/HOR(INCORP)NOVOS;488507.78;16;14;0.61
2023;4;COMIS.ESTAT/HOR(INCORPORANDO);277155.08;8;6;0.34
2023;4;AGENTE POLITICO              S;269748.08999999997;18;17;0.34
2023;4;C.L.T. MENSAL/TEMP;222532.63;112;107;0.28
2023;4;AGENTE HONORIFICO;175709.31999999998;29;27;0.22
2023;4;ACUM FG-ANT.COM.EST.HR.C.ORIG;115136.26;6;6;0.14
2023;4;COMIS ESTAT MENS(CARGO ORIGEM);107027.37;7;6;0.13
2023;4;COMIS. ESTAT. INT. NOVO;60094.67;6;6;0.07
2023;4;AGENTE POLITICO RPPS NOVOS;35235.6;2;2;0.04
2023;4;PREFEITO                     S;29363.01;1;1;0.04
2023;4;VICE PREFEITO                S;17617.8;1;1;0.02
2023;5;ESTATUTARIOS MEN/ LEI 8336/07;17982331.41;3951;3709;22.31
2023;5;PROF/HOR/ESTAT - LEI 8336/2007;15131303.73;1975;1962;18.78
2023;5;ESTATUTARIO                  E;7819651.69;905;828;9.7
2023;5;ESTAT. HORISTAS/NOVOS 8336/07;6937715.28;819;718;8.61
2023;5;ESTATUTARIO/HORISTAS         E;6019768.25;504;446;7.47
2023;5;COMIS.ESTAT/MENSAL NOVOS (INC);5004485.28;538;474;6.21
2023;5;PROF/HORISTAS/ESTATUTARIOS   E;4637324.62;387;382;5.75
2023;5;MED.PLANT.ESTAT -LEI 8336/2007;2498846.35;121;104;3.1
2023;5;PROF/EVENT/SUBST/AUTONOMOS   A;1677866.94;1463;1431;2.08
2023;5;C.L.T./PROF/TMP/HORISTA;1486435.22;307;228;1.84
2023;5;ACUMULO DE GRATIF-ESTAT NOVOS;1438452.52;122;103;1.78
2023;5;MEDICOS PLANTONISTAS/ESTATUT.;1294915.47;53;46;1.61
2023;5;COMISSAO/EXTERNO             S;1285362.7;99;93;1.59
2023;5;ESTAGIARIOS;1167764.8;1172;1160;1.45
2023;5;C.L.T./TEMP/HORISTA;1127459.81;73;68;1.4
2023;5;COMIS ESTAT/MENSAL(INCORPORAN);832410.72;63;55;1.03
2023;5;C.L.T.                     C;676728.49;190;174;0.84
2023;5;APOS/PENS-CLT/COMPL.INSS     P;606735.81;167;167;0.75
2023;5;ACUMULO DE GRATTIFICACAO-ESTAT;538586.98;30;25;0.67
2023;5;APOS/INAT-CLT/COMPL.INSS     P;498776.33;92;92;0.62
2023;5;COMIS.ESTAT/HOR(INCORP)NOVOS;471052.1;15;14;0.58
2023;5;AGENTE POLITICO              S;328759.19;18;18;0.41
2023;5;C.L.T. MENSAL/TEMP;303531.89;132;106;0.38
2023;5;COMIS.ESTAT/HOR(INCORPORANDO);252444.68;7;6;0.31
2023;5;AGENTE HONORIFICO;202616.69;31;27;0.25
2023;5;ACUM FG-ANT.COM.EST.HR.C.ORIG;115136.26;6;6;0.14
2023;5;COMIS ESTAT MENS(CARGO ORIGEM);107989.52;7;6;0.13
2023;5;COMIS. ESTAT. INT. NOVO;62089.39;6;6;0.08
2023;5;AGENTE POLITICO RPPS NOVOS;35235.6;2;2;0.04
2023;5;PREFEITO                     S;29363.01;1;1;0.04
2023;5;VICE PREFEITO                S;17617.8;1;1;0.02
2023;6;ESTATUTARIOS MEN/ LEI 8336/07;18900167.87;3977;3784;22.54
2023;6;PROF/HOR/ESTAT - LEI 8336/2007;16256915.24;2034;2019;19.39
2023;6;ESTATUTARIO                  E;7935168.46;904;816;9.47
2023;6;ESTAT. HORISTAS/NOVOS 8336/07;7294916.5;819;717;8.7
2023;6;ESTATUTARIO/HORISTAS         E;6327002.65;500;444;7.55
2023;6;COMIS.ESTAT/MENSAL NOVOS (INC);5205397.95;541;473;6.21
2023;6;PROF/HORISTAS/ESTATUTARIOS   E;4691078.36;382;377;5.6
2023;6;MED.PLANT.ESTAT -LEI 8336/2007;2254611.95;117;103;2.69
2023;6;PROF/EVENT/SUBST/AUTONOMOS   A;2073384.15;1558;1517;2.47
2023;6;ACUMULO DE GRATIF-ESTAT NOVOS;1679515.08;134;118;2.0
2023;6;MEDICOS PLANTONISTAS/ESTATUT.;1400761.29;53;46;1.67
2023;6;C.L.T./PROF/TMP/HORISTA;1267751.71;222;221;1.51
2023;6;ESTAGIARIOS;1235420.4;1208;1198;1.47
2023;6;COMISSAO/EXTERNO             S;1224804.45;96;92;1.46
2023;6;C.L.T./TEMP/HORISTA;1077627.62;70;67;1.29
2023;6;COMIS ESTAT/MENSAL(INCORPORAN);793598.32;58;55;0.95
2023;6;C.L.T.                     C;699537.22;209;183;0.83
2023;6;APOS/PENS-CLT/COMPL.INSS     P;598384.53;166;166;0.71
2023;6;APOS/INAT-CLT/COMPL.INSS     P;500318.46;92;92;0.6
2023;6;ACUMULO DE GRATTIFICACAO-ESTAT;489956.92;28;26;0.58
2023;6;COMIS.ESTAT/HOR(INCORP)NOVOS;469264.17;16;14;0.56
2023;6;AGENTE POLITICO              S;308311.5;18;17;0.37
2023;6;C.L.T. MENSAL/TEMP;303122.66;107;105;0.36
2023;6;COMIS.ESTAT/HOR(INCORPORANDO);271551.3;7;6;0.32
2023;6;AGENTE HONORIFICO;174510.63;28;27;0.21
2023;6;ACUM FG-ANT.COM.EST.HR.C.ORIG;145225.47;8;7;0.17
2023;6;COMIS ESTAT MENS(CARGO ORIGEM);110887.14;6;5;0.13
2023;6;COMIS. ESTAT. INT. NOVO;62814.72;6;6;0.07
2023;6;AGENTE POLITICO RPPS NOVOS;35235.6;2;2;0.04
2023;6;PREFEITO                     S;29363.01;1;1;0.04
2023;6;VICE PREFEITO                S;17617.8;1;1;0.02
2023;7;ESTATUTARIOS MEN/ LEI 8336/07;20169143.88;4107;3756;23.1
2023;7;PROF/HOR/ESTAT - LEI 8336/2007;16255907.26;2031;2015;18.62
2023;7;ESTATUTARIO                  E;8274885.5;923;811;9.48
2023;7;ESTAT. HORISTAS/NOVOS 8336/07;7606328.91;927;737;8.71
2023;7;ESTATUTARIO/HORISTAS         E;6540425.6;556;441;7.49
2023;7;COMIS.ESTAT/MENSAL NOVOS (INC);5732936.86;586;466;6.57
2023;7;PROF/HORISTAS/ESTATUTARIOS   E;4704601.05;375;374;5.39
2023;7;MED.PLANT.ESTAT -LEI 8336/2007;2449504.09;137;102;2.81
2023;7;PROF/EVENT/SUBST/AUTONOMOS   A;1896827.64;1435;1405;2.17
2023;7;ACUMULO DE GRATIF-ESTAT NOVOS;1831513.07;156;125;2.1
2023;7;COMISSAO/EXTERNO             S;1351423.7;113;95;1.55
2023;7;MEDICOS PLANTONISTAS/ESTATUT.;1294994.51;52;46;1.48
2023;7;C.L.T./PROF/TMP/HORISTA;1290641.24;220;220;1.48
2023;7;C.L.T./TEMP/HORISTA;1236963.99;77;67;1.42
2023;7;ESTAGIARIOS;1235995.3599999999;1199;1170;1.42
2023;7;COMIS ESTAT/MENSAL(INCORPORAN);785824.04;70;53;0.9
2023;7;C.L.T.                     C;785455.62;219;183;0.9
2023;7;APOS/PENS-CLT/COMPL.INSS     P;629922.47;164;164;0.72
2023;7;ACUMULO DE GRATTIFICACAO-ESTAT;615601.06;34;27;0.71
2023;7;COMIS.ESTAT/HOR(INCORP)NOVOS;585304.39;20;14;0.67
2023;7;APOS/INAT-CLT/COMPL.INSS     P;522352.21;91;91;0.6
2023;7;C.L.T. MENSAL/TEMP;329828.9;105;104;0.38
2023;7;AGENTE POLITICO              S;312966.95999999996;17;17;0.36
2023;7;COMIS.ESTAT/HOR(INCORPORANDO);250603.81;6;6;0.29
2023;7;AGENTE HONORIFICO;185311.09;33;29;0.21
2023;7;ACUM FG-ANT.COM.EST.HR.C.ORIG;147793.44;8;7;0.17
2023;7;COMIS ESTAT MENS(CARGO ORIGEM);94680.18;5;5;0.11
2023;7;COMIS. ESTAT. INT. NOVO;93480.85;9;6;0.11
2023;7;AGENTE POLITICO RPPS NOVOS;35235.6;2;2;0.04
2023;7;PREFEITO                     S;29363.01;1;1;0.03
2023;7;VICE PREFEITO                S;17617.8;1;1;0.02
2023;8;ESTATUTARIOS MEN/ LEI 8336/07;21034421.15;4217;3822;23.44
2023;8;PROF/HOR/ESTAT - LEI 8336/2007;17667096.2;2065;2026;19.69
2023;8;ESTATUTARIO                  E;8742270.79;920;813;9.74
2023;8;ESTAT. HORISTAS/NOVOS 8336/07;7689339.31;861;738;8.57
2023;8;ESTATUTARIO/HORISTAS         E;6627095.36;501;438;7.39
2023;8;PROF/HORISTAS/ESTATUTARIOS   E;4909476.07;377;369;5.47
2023;8;COMIS.ESTAT/MENSAL NOVOS (INC);4673739.61;481;403;5.21
2023;8;MED.PLANT.ESTAT -LEI 8336/2007;2495456.56;123;102;2.78
2023;8;C.L.T./PROF/TMP/HORISTA;1774157.19;278;278;1.98
2023;8;ACUMULO DE GRATIF-ESTAT NOVOS;1749699.43;146;126;1.95
2023;8;MEDICOS PLANTONISTAS/ESTATUT.;1431928.92;61;46;1.6
2023;8;COMISSAO/EXTERNO             S;1418147.01;107;100;1.58
2023;8;C.L.T./TEMP/HORISTA;1290558.8699999999;70;66;1.44
2023;8;ESTAGIARIOS;1266076.4;1271;1268;1.41
2023;8;COMIS.ESTAT/HOR(INCORP)NOVOS;1195981.69;79;68;1.33
2023;8;PROF/EVENT/SUBST/AUTONOMOS   A;930186.14;1105;1094;1.04
2023;8;C.L.T.                     C;754041.78;192;181;0.84
2023;8;COMIS ESTAT/MENSAL(INCORPORAN);688638.98;49;44;0.77
2023;8;APOS/PENS-CLT/COMPL.INSS     P;640437.01;164;164;0.71
2023;8;APOS/INAT-CLT/COMPL.INSS     P;521501.55;90;90;0.58
2023;8;ACUMULO DE GRATTIFICACAO-ESTAT;516343.84;28;26;0.58
2023;8;COMIS.ESTAT/HOR(INCORPORANDO);400852.96;19;15;0.45
2023;8;AGENTE POLITICO              S;337282.99;19;17;0.38
2023;8;C.L.T. MENSAL/TEMP;324105.76;107;101;0.36
2023;8;AGENTE HONORIFICO;230111.55;35;29;0.26
2023;8;ACUM FG-ANT.COM.EST.HR.C.ORIG;180326.34;10;9;0.2
2023;8;COMIS ESTAT MENS(CARGO ORIGEM);96378.18;5;5;0.11
2023;8;COMIS. ESTAT. INT. NOVO;64819.64;7;6;0.07
2023;8;AGENTE POLITICO RPPS NOVOS;35235.6;2;2;0.04
2023;8;PREFEITO                     S;24469.17;1;1;0.03
2023;8;VICE PREFEITO                S;17617.8;1;1;0.02
2023;9;ESTATUTARIOS MEN/ LEI 8336/07;21179816.51;4187;3812;23.63
2023;9;PROF/HOR/ESTAT - LEI 8336/2007;17498737.63;2034;2021;19.53
2023;9;ESTATUTARIO                  E;8505442.58;853;806;9.49
2023;9;ESTAT. HORISTAS/NOVOS 8336/07;7786048.46;879;743;8.69
2023;9;ESTATUTARIO/HORISTAS         E;6402048.08;504;434;7.14
2023;9;PROF/HORISTAS/ESTATUTARIOS   E;4775686.75;367;366;5.33
2023;9;COMIS.ESTAT/MENSAL NOVOS (INC);4651826.97;456;403;5.19
2023;9;MED.PLANT.ESTAT -LEI 8336/2007;2148584.54;113;101;2.4
2023;9;PROF/EVENT/SUBST/AUTONOMOS   A;1875146.65;1387;1375;2.09
2023;9;ACUMULO DE GRATIF-ESTAT NOVOS;1756375.21;143;126;1.96
2023;9;C.L.T./PROF/TMP/HORISTA;1745870.84;272;270;1.95
2023;9;COMIS.ESTAT/HOR(INCORP)NOVOS;1410520.5;83;72;1.57
2023;9;COMISSAO/EXTERNO             S;1379911.92;105;98;1.54
2023;9;ESTAGIARIOS;1296550.64;1268;1250;1.45
2023;9;MEDICOS PLANTONISTAS/ESTATUT.;1288620.81;48;46;1.44
2023;9;C.L.T./TEMP/HORISTA;1183738.97;72;62;1.32
2023;9;C.L.T.                     C;764739.4400000001;203;180;0.85
2023;9;COMIS ESTAT/MENSAL(INCORPORAN);647956.02;47;43;0.72
2023;9;APOS/PENS-CLT/COMPL.INSS     P;624335.13;162;162;0.7
2023;9;ACUMULO DE GRATTIFICACAO-ESTAT;525683.85;29;26;0.59
2023;9;APOS/INAT-CLT/COMPL.INSS     P;512839.89;90;89;0.57
2023;9;COMIS.ESTAT/HOR(INCORPORANDO);429776.62;19;16;0.48
2023;9;C.L.T. MENSAL/TEMP;326622.25;107;98;0.36
2023;9;AGENTE POLITICO              S;275424.94;16;16;0.31
2023;9;AGENTE HONORIFICO;216769.44999999998;33;29;0.24
2023;9;ACUM FG-ANT.COM.EST.HR.C.ORIG;157162.63;8;8;0.18
2023;9;COMIS ESTAT MENS(CARGO ORIGEM);98197.79000000001;6;5;0.11
2023;9;COMIS. ESTAT. INT. NOVO;75041.11;8;6;0.08
2023;9;AGENTE POLITICO RPPS NOVOS;35235.6;2;2;0.04
2023;9;PREFEITO                     S;29363.01;1;1;0.03
2023;9;VICE PREFEITO                S;17617.8;1;1;0.02
2023;10;ESTATUTARIOS MEN/ LEI 8336/07;20708980.23;4060;3800;23.14
2023;10;PROF/HOR/ESTAT - LEI 8336/2007;17498937.38;2038;2021;19.56
2023;10;ESTATUTARIO                  E;8583362.04;860;799;9.59
2023;10;ESTAT. HORISTAS/NOVOS 8336/07;7431971.6;851;741;8.31
2023;10;ESTATUTARIO/HORISTAS         E;6353335.45;477;431;7.1
2023;10;PROF/HORISTAS/ESTATUTARIOS   E;4820425.66;367;365;5.39
2023;10;COMIS.ESTAT/MENSAL NOVOS (INC);4600188.42;457;405;5.14
2023;10;MED.PLANT.ESTAT -LEI 8336/2007;2655697.54;113;99;2.97
2023;10;PROF/EVENT/SUBST/AUTONOMOS   A;1893759.31;1427;1407;2.12
2023;10;ACUMULO DE GRATIF-ESTAT NOVOS;1806898.35;143;130;2.02
2023;10;C.L.T./PROF/TMP/HORISTA;1739237.35;269;269;1.94
2023;10;COMISSAO/EXTERNO             S;1453240.5;104;100;1.62
2023;10;MEDICOS PLANTONISTAS/ESTATUT.;1409458.3699999999;48;46;1.58
2023;10;COMIS.ESTAT/HOR(INCORP)NOVOS;1309909.96;84;71;1.46
2023;10;ESTAGIARIOS;1257747.1199999999;1210;1203;1.41
2023;10;C.L.T./TEMP/HORISTA;1162483.38;69;59;1.3
2023;10;C.L.T.                     C;748720.52;195;180;0.84
2023;10;COMIS ESTAT/MENSAL(INCORPORAN);729312.63;50;44;0.82
2023;10;APOS/PENS-CLT/COMPL.INSS     P;620932.93;161;161;0.69
2023;10;ACUMULO DE GRATTIFICACAO-ESTAT;528621.45;28;28;0.59
2023;10;APOS/INAT-CLT/COMPL.INSS     P;503344.88;90;88;0.56
2023;10;COMIS.ESTAT/HOR(INCORPORANDO);393477.17;16;15;0.44
2023;10;C.L.T. MENSAL/TEMP;311300.68;99;98;0.35
2023;10;AGENTE POLITICO              S;281884.8;16;16;0.32
2023;10;AGENTE HONORIFICO;242974.31;37;29;0.27
2023;10;ACUM FG-ANT.COM.EST.HR.C.ORIG;188893.71;12;9;0.21
2023;10;COMIS ESTAT MENS(CARGO ORIGEM);100268.76;6;5;0.11
2023;10;COMIS. ESTAT. INT. NOVO;67930.83;6;6;0.08
2023;10;AGENTE POLITICO RPPS NOVOS;35235.6;2;2;0.04
2023;10;PREFEITO                     S;29363.01;1;1;0.03
2023;10;VICE PREFEITO                S;17617.8;1;1;0.02
2023;11;ESTATUTARIOS MEN/ LEI 8336/07;27833423.49;4184;3781;23.15
2023;11;PROF/HOR/ESTAT - LEI 8336/2007;24684933.13;2072;2021;20.53
2023;11;ESTATUTARIO                  E;10499642.6;883;794;8.73
2023;11;ESTAT. HORISTAS/NOVOS 8336/07;9470156.2;957;857;7.88
2023;11;ESTATUTARIO/HORISTAS         E;7521370.07;474;425;6.26
2023;11;PROF/HORISTAS/ESTATUTARIOS   E;6892353.88;378;362;5.73
2023;11;COMIS.ESTAT/MENSAL NOVOS (INC);6456903.45;466;401;5.37
2023;11;C.L.T./TEMP/HORISTA;3737573.2600000002;59;59;3.11
2023;11;ACUMULO DE GRATIF-ESTAT NOVOS;2765230.62;163;138;2.3
2023;11;MED.PLANT.ESTAT -LEI 8336/2007;2543078.74;108;100;2.12
2023;11;C.L.T./PROF/TMP/HORISTA;2213948.72;266;266;1.84
2023;11;PROF/EVENT/SUBST/AUTONOMOS   A;2126464.26;1475;1443;1.77
2023;11;COMISSAO/EXTERNO             S;1948000.1099999999;103;98;1.62
2023;11;COMIS.ESTAT/HOR(INCORP)NOVOS;1777829.78;82;70;1.48
2023;11;MEDICOS PLANTONISTAS/ESTATUT.;1757326.45;52;46;1.46
2023;11;ESTAGIARIOS;1217260.0799999998;1155;1146;1.01
2023;11;C.L.T.                     C;1032679.15;205;180;0.86
2023;11;APOS/PENS-CLT/COMPL.INSS     P;918709.58;162;161;0.76
2023;11;COMIS ESTAT/MENSAL(INCORPORAN);912085.13;49;43;0.76
2023;11;ACUMULO DE GRATTIFICACAO-ESTAT;845226.63;37;28;0.7
2023;11;APOS/INAT-CLT/COMPL.INSS     P;737934.4;87;87;0.61
2023;11;COMIS.ESTAT/HOR(INCORPORANDO);562719.02;17;15;0.47
