ano;mes;regime;folha_total;num_registros;num_matriculas;percentual
2023;11;AGENTE POLITICO              S;425629.44;18;17;0.35
2023;11;C.L.T. MENSAL/TEMP;391701.92;97;94;0.33
2023;11;AGENTE HONORIFICO;321857.66;35;29;0.27
2023;11;ACUM FG-ANT.COM.EST.HR.C.ORIG;303814.05;13;9;0.25
2023;11;COMIS ESTAT MENS(CARGO ORIGEM);143606.66;5;5;0.12
2023;11;COMIS. ESTAT. INT. NOVO;100724.68;7;6;0.08
2023;11;AGENTE POLITICO RPPS NOVOS;52853.4;2;2;0.04
2023;11;PREFEITO                     S;27405.47;1;1;0.02
2023;11;VICE PREFEITO                S;17617.8;1;1;0.01
2023;12;ESTATUTARIOS MEN/ LEI 8336/07;39208805.23;11543;3775;23.15
2023;12;PROF/HOR/ESTAT - LEI 8336/2007;33947810.23;5976;2021;20.05
2023;12;ESTAT. HORISTAS/NOVOS 8336/07;16206223.38;2659;864;9.57
2023;12;ESTATUTARIO                  E;16049200.97;2434;786;9.48
2023;12;ESTATUTARIO/HORISTAS         E;12587171.99;1364;422;7.43
2023;12;PROF/HORISTAS/ESTATUTARIOS   E;9706041.99;1037;359;5.73
2023;12;COMIS.ESTAT/MENSAL NOVOS (INC);8975338.63;1290;400;5.3
2023;12;MED.PLANT.ESTAT -LEI 8336/2007;4402048.6;300;99;2.6
2023;12;ACUMULO DE GRATIF-ESTAT NOVOS;3910467.36;447;141;2.31
2023;12;C.L.T./PROF/TMP/HORISTA;3637640.3;533;263;2.15
2023;12;MEDICOS PLANTONISTAS/ESTATUT.;2644521.32;137;45;1.56
2023;12;COMIS.ESTAT/HOR(INCORP)NOVOS;2584219.99;229;70;1.53
2023;12;COMISSAO/EXTERNO             S;2535218.54;310;97;1.5
2023;12;PROF/EVENT/SUBST/AUTONOMOS   A;2069931.32;1459;1448;1.22
2023;12;C.L.T.                     C;1392951.01;563;179;0.82
2023;12;COMIS ESTAT/MENSAL(INCORPORAN);1310615.25;143;44;0.77
2023;12;APOS/PENS-CLT/COMPL.INSS     P;1309214.7;449;164;0.77
2023;12;ESTAGIARIOS;1133474.0;1112;1108;0.67
2023;12;ACUMULO DE GRATTIFICACAO-ESTAT;1126652.4;89;28;0.67
2023;12;APOS/INAT-CLT/COMPL.INSS     P;1029492.9400000001;245;90;0.61
2023;12;COMIS.ESTAT/HOR(INCORPORANDO);803538.97;50;16;0.47
2023;12;C.L.T. MENSAL/TEMP;639243.74;185;92;0.38
2023;12;AGENTE POLITICO              S;562692.95;36;17;0.33
2023;12;ACUM FG-ANT.COM.EST.HR.C.ORIG;418049.1;33;10;0.25
2023;12;AGENTE HONORIFICO;408219.63;60;28;0.24
2023;12;C.L.T./TEMP/HORISTA;294150.92;17;10;0.17
2023;12;COMIS ESTAT MENS(CARGO ORIGEM);197462.9;16;5;0.12
2023;12;COMIS. ESTAT. INT. NOVO;144177.45;19;6;0.09
2023;12;AGENTE POLITICO RPPS NOVOS;67347.64;5;2;0.04
2023;12;PREFEITO                     S;29363.01;1;1;0.02
2023;12;VICE PREFEITO                S;17617.8;1;1;0.01
2024;1;ESTATUTARIOS MEN/ LEI 8336/07;23318467.58;5647;3774;24.18
2024;1;PROF/HOR/ESTAT - LEI 8336/2007;22323218.68;3976;2022;23.15
2024;1;ESTAT. HORISTAS/NOVOS 8336/07;8645503.13;975;859;8.96
2024;1;ESTATUTARIO                  E;8391490.68;985;781;8.7
2024;1;PROF/HORISTAS/ESTATUTARIOS   E;6317238.35;681;359;6.55
2024;1;ESTATUTARIO/HORISTAS         E;5803026.32;471;421;6.02
2024;1;COMIS.ESTAT/MENSAL NOVOS (INC);4932408.69;450;402;5.11
2024;1;MED.PLANT.ESTAT -LEI 8336/2007;2653058.97;114;99;2.75
2024;1;ACUMULO DE GRATIF-ESTAT NOVOS;2069536.92;165;139;2.15
2024;1;MEDICOS PLANTONISTAS/ESTATUT.;1427033.98;50;45;1.48
2024;1;COMISSAO/EXTERNO             S;1365859.49;103;97;1.42
2024;1;COMIS.ESTAT/HOR(INCORP)NOVOS;1334650.87;91;71;1.38
2024;1;PROF/EVENT/SUBST/AUTONOMOS   A;1293721.42;1202;1174;1.34
2024;1;ESTAGIARIOS;988724.16;1027;1020;1.03
2024;1;C.L.T.                     C;809003.76;186;177;0.84
2024;1;COMIS.ESTAT/HOR(INCORPORANDO);749153.13;15;14;0.78
2024;1;COMIS ESTAT/MENSAL(INCORPORAN);674686.87;48;45;0.7
2024;1;ACUMULO DE GRATTIFICACAO-ESTAT;635964.99;32;29;0.66
2024;1;AGENTE HONORIFICO;634948.73;68;42;0.66
2024;1;APOS/PENS-CLT/COMPL.INSS     P;631028.1;162;162;0.65
2024;1;APOS/INAT-CLT/COMPL.INSS     P;489111.14;83;83;0.51
2024;1;AGENTE POLITICO              S;312598.49;18;16;0.32
2024;1;ACUM FG-ANT.COM.EST.HR.C.ORIG;191569.72;10;9;0.2
2024;1;COMIS ESTAT MENS(CARGO ORIGEM);112134.59;5;5;0.12
2024;1;AGENTE POLITICO RPPS NOVOS;83547.39;3;2;0.09
2024;1;COMIS. ESTAT. INT. NOVO;77558.4;6;6;0.08
2024;1;C.L.T./PROF/TMP/HORISTA;61974.56;15;10;0.06
2024;1;C.L.T./TEMP/HORISTA;50537.71;4;4;0.05
2024;1;PREFEITO                     S;22511.64;1;1;0.02
2024;1;VICE PREFEITO                S;17617.8;1;1;0.02
2024;1;COMISSIONADO SPPREV;13691.17;1;1;0.01
2024;1;C.L.T. MENSAL/TEMP;5004.42;3;3;0.01
2024;2;ESTATUTARIOS MEN/ LEI 8336/07;21473481.83;4038;3823;24.51
2024;2;PROF/HOR/ESTAT - LEI 8336/2007;17056695.99;2054;2046;19.47
2024;2;ESTAT. HORISTAS/NOVOS 8336/07;9437729.32;1124;998;10.77
2024;2;ESTATUTARIO                  E;8604506.42;867;779;9.82
2024;2;ESTATUTARIO/HORISTAS         E;6006811.91;495;420;6.86
2024;2;COMIS.ESTAT/MENSAL NOVOS (INC);5078283.25;459;399;5.8
2024;2;PROF/HORISTAS/ESTATUTARIOS   E;4761948.22;349;349;5.44
2024;2;MED.PLANT.ESTAT -LEI 8336/2007;2437712.29;120;98;2.78
2024;2;ACUMULO DE GRATIF-ESTAT NOVOS;2091649.85;166;144;2.39
2024;2;MEDICOS PLANTONISTAS/ESTATUT.;1793652.67;60;45;2.05
2024;2;COMIS.ESTAT/HOR(INCORP)NOVOS;1507590.76;82;70;1.72
2024;2;COMISSAO/EXTERNO             S;1463777.84;115;103;1.67
2024;2;ESTAGIARIOS;926694.48;1002;993;1.06
2024;2;C.L.T.                     C;876474.8200000001;205;176;1.0
2024;2;COMIS ESTAT/MENSAL(INCORPORAN);737901.55;52;45;0.84
2024;2;ACUMULO DE GRATTIFICACAO-ESTAT;653541.37;33;28;0.75
2024;2;APOS/PENS-CLT/COMPL.INSS     P;628950.33;161;161;0.72
2024;2;APOS/INAT-CLT/COMPL.INSS     P;483064.41000000003;87;87;0.55
2024;2;COMIS.ESTAT/HOR(INCORPORANDO);358638.07;17;13;0.41
2024;2;AGENTE POLITICO              S;287170.14;17;16;0.33
2024;2;COMIS ESTAT MENS(CARGO ORIGEM);214916.66999999998;6;5;0.25
2024;2;ACUM FG-ANT.COM.EST.HR.C.ORIG;203848.4;11;9;0.23
2024;2;AGENTE HONORIFICO;187928.62;29;28;0.21
2024;2;COMIS. ESTAT. INT. NOVO;98123.48;9;8;0.11
2024;2;C.L.T./TEMP/HORISTA;43417.79;4;3;0.05
2024;2;C.L.T./PROF/TMP/HORISTA;43220.6;10;10;0.05
2024;2;PROF/EVENT/SUBST/AUTONOMOS   A;42075.83;61;35;0.05
2024;2;PREFEITO                     S;29363.01;1;1;0.03
2024;2;AGENTE POLITICO RPPS NOVOS;17617.8;1;1;0.02
2024;2;VICE PREFEITO                S;17617.8;1;1;0.02
2024;2;CONS.TUTELAR RPPS;13777.599999999999;2;2;0.02
2024;2;COMISSIONADO SPPREV;13691.17;1;1;0.02
2024;2;C.L.T. MENSAL/TEMP;11593.24;80;80;0.01
2024;3;ESTATUTARIOS MEN/ LEI 8336/07;27019007.14;4118;3822;24.71
2024;3;PROF/HOR/ESTAT - LEI 8336/2007;22822837.15;2061;2045;20.88
2024;3;ESTAT. HORISTAS/NOVOS 8336/07;11483067.81;1150;1046;10.5
2024;3;ESTATUTARIO                  E;10854309.82;865;775;9.93
2024;3;ESTATUTARIO/HORISTAS         E;7214715.85;474;419;6.6
2024;3;PROF/HORISTAS/ESTATUTARIOS   E;6000740.34;348;344;5.49
2024;3;COMIS.ESTAT/MENSAL NOVOS (INC);5604262.96;456;401;5.13
2024;3;MED.PLANT.ESTAT -LEI 8336/2007;2584736.47;105;98;2.36
2024;3;ACUMULO DE GRATIF-ESTAT NOVOS;2356262.77;160;143;2.16
2024;3;PROF/EVENT/SUBST/AUTONOMOS   A;1935533.42;1501;1500;1.77
2024;3;COMIS.ESTAT/HOR(INCORP)NOVOS;1731164.08;84;72;1.58
2024;3;COMISSAO/EXTERNO             S;1663745.15;107;105;1.52
2024;3;MEDICOS PLANTONISTAS/ESTATUT.;1647205.19;49;45;1.51
2024;3;ESTAGIARIOS;949189.9199999999;966;945;0.87
2024;3;COMIS ESTAT/MENSAL(INCORPORAN);909897.38;50;46;0.83
2024;3;C.L.T.                     C;863722.01;199;176;0.79
2024;3;APOS/PENS-CLT/COMPL.INSS     P;715402.16;162;162;0.65
2024;3;ACUMULO DE GRATTIFICACAO-ESTAT;708034.94;33;29;0.65
2024;3;APOS/INAT-CLT/COMPL.INSS     P;534140.99;85;85;0.49
2024;3;COMIS.ESTAT/HOR(INCORPORANDO);464260.16000000003;14;13;0.42
2024;3;AGENTE POLITICO              S;307724.24;19;17;0.28
2024;3;AGENTE HONORIFICO;234233.56;29;28;0.21
2024;3;ACUM FG-ANT.COM.EST.HR.C.ORIG;224498.16;9;9;0.21
2024;3;COMIS ESTAT MENS(CARGO ORIGEM);153970.40000000002;6;5;0.14
2024;3;COMIS. ESTAT. INT. NOVO;121263.20999999999;9;8;0.11
2024;3;C.L.T./TEMP/HORISTA;67953.2;4;3;0.06
2024;3;C.L.T./PROF/TMP/HORISTA;52064.16;10;9;0.05
2024;3;PREFEITO                     S;29363.01;1;1;0.03
2024;3;CONS.TUTELAR RPPS;18233.9;4;2;0.02
2024;3;AGENTE POLITICO RPPS NOVOS;17617.8;1;1;0.02
2024;3;VICE PREFEITO                S;17617.8;1;1;0.02
2024;3;COMISSIONADO SPPREV;15588.76;1;1;0.01
2024;3;C.L.T. MENSAL/TEMP;3656.3;1;1;0.0
2024;4;ESTATUTARIOS MEN/ LEI 8336/07;19893181.48;3323;3036;19.69
2024;4;PROF/HOR/ESTAT - LEI 8336/2007;18730277.13;1961;1924;18.54
2024;4;ESTATUTARIO                  E;8728661.82;834;763;8.64
2024;4;ESTAT. HORISTAS/NOVOS 8336/07;7214342.21;889;692;7.14
2024;4;ESTATUTARIO/HORISTAS         E;6399542.07;509;418;6.34
2024;4;PROF/HORISTAS/ESTATUTARIOS   E;5205109.39;350;343;5.15
2024;4;COMIS.ESTAT/MENSAL NOVOS (INC);5157630.53;460;393;5.11
2024;4;COMISSAO/EXTERNO             S;4464372.41;207;204;4.42
2024;4;EST MENS RPC;3919325.32;866;809;3.88
2024;4;EST HOR RPC;3669374.5;377;359;3.63
2024;4;PROF/EVENT/SUBST/AUTONOMOS   A;3030267.03;2138;2083;3.0
2024;4;MED.PLANT.ESTAT -LEI 8336/2007;2331458.31;111;98;2.31
2024;4;ACUMULO DE GRATIF-ESTAT NOVOS;2167225.1;167;142;2.15
2024;4;MEDICOS PLANTONISTAS/ESTATUT.;1532584.6199999999;51;45;1.52
2024;4;COMIS.ESTAT/HOR(INCORP)NOVOS;1486410.04;84;73;1.47
2024;4;ESTAGIARIOS;941664.3999999999;923;909;0.93
2024;4;C.L.T.                     C;868124.12;225;176;0.86
2024;4;EST HOR PEB RPC;805676.08;119;117;0.8
2024;4;COMIS ESTAT/MENSAL(INCORPORAN);761108.87;50;46;0.75
2024;4;ACUMULO DE GRATTIFICACAO-ESTAT;659550.73;34;29;0.65
2024;4;COMIS.ESTAT/HOR(INCORPORANDO);656064.81;18;13;0.65
2024;4;APOS/PENS-CLT/COMPL.INSS     P;653922.91;169;161;0.65
2024;4;APOS/INAT-CLT/COMPL.INSS     P;493671.88;89;85;0.49
2024;4;AGENTE POLITICO              S;357945.55;20;20;0.35
2024;4;AGENTE HONORIFICO;216140.92;30;29;0.21
2024;4;ACUM FG-ANT.COM.EST.HR.C.ORIG;213459.12;10;9;0.21
2024;4;COMIS ESTAT MENS(CARGO ORIGEM);132508.04;5;5;0.13
2024;4;COMIS. ESTAT. INT. NOVO;106842.84;8;8;0.11
2024;4;C.L.T./PROF/TMP/HORISTA;43226.92;8;8;0.04
2024;4;COMISSIONADO SPPREV;42552.25;2;2;0.04
2024;4;PREFEITO                     S;29363.01;1;1;0.03
2024;4;EST MEN COMISS RPC;18538.32;2;2;0.02
2024;4;CONS.TUTELAR RPPS;18375.86;4;2;0.02
2024;4;C.L.T./TEMP/HORISTA;17723.32;2;2;0.02
2024;4;AGENTE POLITICO RPPS NOVOS;17617.8;1;1;0.02
2024;4;VICE PREFEITO                S;17617.8;1;1;0.02
2024;4;EST MEN FG RPC;5867.37;1;1;0.01
2024;4;C.L.T. MENSAL/TEMP;5765.47;1;1;0.01
2024;5;ESTATUTARIOS MEN/ LEI 8336/07;19515201.64;3253;3023;19.74
2024;5;PROF/HOR/ESTAT - LEI 8336/2007;18485079.63;1938;1920;18.7
2024;5;ESTATUTARIO                  E;9269251.07;828;752;9.38
2024;5;ESTAT. HORISTAS/NOVOS 8336/07;7024430.01;769;687;7.1
2024;5;ESTATUTARIO/HORISTAS         E;6460236.82;483;416;6.53
2024;5;PROF/HORISTAS/ESTATUTARIOS   E;5252299.07;343;336;5.31
2024;5;COMIS.ESTAT/MENSAL NOVOS (INC);5005207.29;435;388;5.06
2024;5;EST MENS RPC;4100320.73;888;851;4.15
2024;5;PROF/EVENT/SUBST/AUTONOMOS   A;3901038.75;2235;2159;3.95
2024;5;EST HOR RPC;3622420.43;378;362;3.66
2024;5;MED.PLANT.ESTAT -LEI 8336/2007;2535483.96;130;98;2.56
2024;5;ACUMULO DE GRATIF-ESTAT NOVOS;2198841.1;171;145;2.22
2024;5;COMISSAO/EXTERNO             S;1634149.71;120;115;1.65
2024;5;MEDICOS PLANTONISTAS/ESTATUT.;1484828.95;55;45;1.5
2024;5;COMIS.ESTAT/HOR(INCORP)NOVOS;1403915.37;81;72;1.42
2024;5;ESTAGIARIOS;963566.2799999999;997;990;0.97
2024;5;C.L.T.                     C;899685.3;188;176;0.91
2024;5;EST HOR PEB RPC;810874.39;117;117;0.82
2024;5;COMIS ESTAT/MENSAL(INCORPORAN);734816.3;50;43;0.74
2024;5;APOS/PENS-CLT/COMPL.INSS     P;645422.82;163;159;0.65
2024;5;ACUMULO DE GRATTIFICACAO-ESTAT;640448.55;36;29;0.65
2024;5;APOS/INAT-CLT/COMPL.INSS     P;481642.33;82;82;0.49
2024;5;AGENTE POLITICO              S;359308.01;18;16;0.36
2024;5;COMIS.ESTAT/HOR(INCORPORANDO);358912.71;12;12;0.36
2024;5;AGENTE HONORIFICO;232212.63999999998;44;28;0.23
2024;5;ACUM FG-ANT.COM.EST.HR.C.ORIG;211650.54;10;9;0.21
2024;5;C.L.T. MENSAL/TEMP;176721.46000000002;55;55;0.18
2024;5;COMIS. ESTAT. INT. NOVO;160235.45;8;8;0.16
2024;5;COMIS ESTAT MENS(CARGO ORIGEM);110136.42;6;5;0.11
2024;5;C.L.T./PROF/TMP/HORISTA;44723.45;7;7;0.05
2024;5;EST MEN COMISS RPC;34255.12;4;3;0.03
2024;5;PREFEITO                     S;29363.01;1;1;0.03
2024;5;AGENTE POLITICO RPPS NOVOS;17617.8;1;1;0.02
2024;5;VICE PREFEITO                S;17617.8;1;1;0.02
2024;5;CONS.TUTELAR RPPS;16362.42;2;2;0.02
2024;5;COMISSIONADO SPPREV;14855.98;1;1;0.02
2024;5;C.L.T./TEMP/HORISTA;11462.9;2;1;0.01
2024;5;EST MEN FG RPC;6188.92;2;1;0.01
2024;6;ESTATUTARIOS MEN/ LEI 8336/07;19434726.25;3246;3008;19.87
2024;6;PROF/HOR/ESTAT - LEI 8336/2007;18426174.01;1929;1920;18.84
2024;6;ESTATUTARIO                  E;8584229.86;815;737;8.78
2024;6;ESTAT. HORISTAS/NOVOS 8336/07;6953692.61;784;683;7.11
2024;6;ESTATUTARIO/HORISTAS         E;6383827.75;483;414;6.53
2024;6;COMIS.ESTAT/MENSAL NOVOS (INC);5219775.62;458;394;5.34
2024;6;PROF/HORISTAS/ESTATUTARIOS   E;4902209.21;333;330;5.01
2024;6;EST MENS RPC;4216493.51;951;908;4.31
2024;6;EST HOR RPC;3666899.59;372;366;3.75
2024;6;PROF/EVENT/SUBST/AUTONOMOS   A;3638990.92;2155;2120;3.72
2024;6;MED.PLANT.ESTAT -LEI 8336/2007;2423515.36;112;97;2.48
2024;6;ACUMULO DE GRATIF-ESTAT NOVOS;2204830.26;160;148;2.25
2024;6;COMISSAO/EXTERNO             S;1601340.69;116;114;1.64
2024;6;MEDICOS PLANTONISTAS/ESTATUT.;1530274.76;53;45;1.56
2024;6;COMIS.ESTAT/HOR(INCORP)NOVOS;1520937.29;88;78;1.55
2024;6;ESTAGIARIOS;1008803.2;1010;996;1.03
2024;6;EST HOR PEB RPC;940491.46;147;147;0.96
2024;6;C.L.T.                     C;901441.98;191;175;0.92
2024;6;COMIS ESTAT/MENSAL(INCORPORAN);872909.1;46;43;0.89
2024;6;APOS/PENS-CLT/COMPL.INSS     P;644900.82;159;159;0.66
2024;6;ACUMULO DE GRATTIFICACAO-ESTAT;633779.53;30;29;0.65
2024;6;APOS/INAT-CLT/COMPL.INSS     P;481222.3;82;82;0.49
2024;6;COMIS.ESTAT/HOR(INCORPORANDO);285834.05;11;9;0.29
2024;6;AGENTE POLITICO              S;278103.22;16;15;0.28
2024;6;AGENTE HONORIFICO;216912.64;28;28;0.22
2024;6;ACUM FG-ANT.COM.EST.HR.C.ORIG;200604.15;9;9;0.21
2024;6;COMIS ESTAT MENS(CARGO ORIGEM);185523.38;6;5;0.19
2024;6;C.L.T. MENSAL/TEMP;183552.1;61;55;0.19
2024;6;COMIS. ESTAT. INT. NOVO;98001.22;8;8;0.1
2024;6;PREFEITO                     S;29363.01;1;1;0.03
2024;6;EST MEN COMISS RPC;28531.21;3;3;0.03
2024;6;C.L.T./PROF/TMP/HORISTA;26372.3;6;6;0.03
2024;6;AGENTE POLITICO RPPS NOVOS;17617.8;1;1;0.02
2024;6;VICE PREFEITO                S;17617.8;1;1;0.02
2024;6;CONS.TUTELAR RPPS;16412.42;2;2;0.02
2024;6;COMISSIONADO SPPREV;14880.98;1;1;0.02
2024;6;EST HOR COMISS/FG RPC;11960.18;1;1;0.01
2024;6;C.L.T./TEMP/HORISTA;9932.53;1;1;0.01
2024;6;EST MEN FG RPC;8124.53;2;1;0.01
2024;7;ESTATUTARIOS MEN/ LEI 8336/07;19588289.11;3429;2999;19.61
2024;7;PROF/HOR/ESTAT - LEI 8336/2007;18627568.29;1929;1919;18.65
2024;7;ESTATUTARIO                  E;8589781.61;841;730;8.6
2024;7;ESTAT. HORISTAS/NOVOS 8336/07;7419215.11;1007;685;7.43
2024;7;ESTATUTARIO/HORISTAS         E;6462075.74;578;409;6.47
2024;7;COMIS.ESTAT/MENSAL NOVOS (INC);5199776.88;501;394;5.21
2024;7;PROF/HORISTAS/ESTATUTARIOS   E;4950673.31;330;328;4.96
2024;7;EST MENS RPC;4426912.69;1024;918;4.43
2024;7;EST HOR RPC;3685718.44;447;367;3.69
2024;7;PROF/EVENT/SUBST/AUTONOMOS   A;3530132.93;2086;2062;3.53
2024;7;MED.PLANT.ESTAT -LEI 8336/2007;2571627.28;175;96;2.58
2024;7;ACUMULO DE GRATIF-ESTAT NOVOS;2350618.16;187;146;2.35
2024;7;COMIS.ESTAT/HOR(INCORP)NOVOS;1701810.88;101;76;1.7
2024;7;COMISSAO/EXTERNO             S;1667239.31;124;122;1.67
2024;7;MEDICOS PLANTONISTAS/ESTATUT.;1644613.41;80;45;1.65
2024;7;EST HOR PEB RPC;1015840.38;147;147;1.02
2024;7;ESTAGIARIOS;998493.44;998;983;1.0
2024;7;C.L.T.                     C;896972.52;238;174;0.9
2024;7;ACUMULO DE GRATTIFICACAO-ESTAT;742927.55;34;30;0.74
2024;7;COMIS ESTAT/MENSAL(INCORPORAN);735979.09;53;42;0.74
2024;7;APOS/PENS-CLT/COMPL.INSS     P;635678.68;157;157;0.64
2024;7;C.L.T. MENSAL/TEMP;506447.79000000004;156;148;0.51
2024;7;APOS/INAT-CLT/COMPL.INSS     P;475254.74;80;80;0.48
2024;7;AGENTE POLITICO              S;339153.25;17;16;0.34
2024;7;COMIS.ESTAT/HOR(INCORPORANDO);295830.52999999997;13;8;0.3
2024;7;AGENTE HONORIFICO;210431.7;28;28;0.21
2024;7;ACUM FG-ANT.COM.EST.HR.C.ORIG;185927.16999999998;10;8;0.19
2024;7;COMIS ESTAT MENS(CARGO ORIGEM);138848.42;6;6;0.14
2024;7;COMIS. ESTAT. INT. NOVO;103624.29999999999;9;7;0.1
2024;7;C.L.T./PROF/TMP/HORISTA;30490.34;6;6;0.03
2024;7;PREFEITO                     S;29363.01;1;1;0.03
2024;7;EST MEN COMISS RPC;26614.61;3;3;0.03
2024;7;CONS.TUTELAR RPPS;24967.83;2;2;0.03
2024;7;AGENTE POLITICO RPPS NOVOS;17617.8;1;1;0.02
2024;7;VICE PREFEITO                S;17617.8;1;1;0.02
2024;7;COMISSIONADO SPPREV;14855.98;1;1;0.01
2024;7;EST MEN FG RPC;5786.4;1;1;0.01
2024;8;ESTATUTARIOS MEN/ LEI 8336/07;19013799.09;3264;2980;19.95
2024;8;PROF/HOR/ESTAT - LEI 8336/2007;18512737.49;1931;1914;19.42
2024;8;ESTATUTARIO                  E;8493131.51;769;723;8.91
2024;8;ESTAT. HORISTAS/NOVOS 8336/07;6730157.36;812;680;7.06
2024;8;ESTATUTARIO/HORISTAS         E;6361680.96;463;407;6.67
2024;8;COMIS.ESTAT/MENSAL NOVOS (INC);4972064.12;465;395;5.22
2024;8;PROF/HORISTAS/ESTATUTARIOS   E;4779462.53;329;327;5.01
2024;8;EST MENS RPC;4760945.7;1100;988;4.99
2024;8;EST HOR RPC;3663588.67;387;369;3.84
2024;8;MED.PLANT.ESTAT -LEI 8336/2007;2215796.2;108;96;2.32
2024;8;ACUMULO DE GRATIF-ESTAT NOVOS;2101553.52;163;146;2.2
2024;8;PROF/EVENT/SUBST/AUTONOMOS   A;1717924.75;1699;1609;1.8
2024;8;COMISSAO/EXTERNO             S;1671466.06;118;116;1.75
2024;8;COMIS.ESTAT/HOR(INCORP)NOVOS;1554462.77;91;77;1.63
2024;8;MEDICOS PLANTONISTAS/ESTATUT.;1388689.92;51;44;1.46
2024;8;EST HOR PEB RPC;1107915.56;163;161;1.16
2024;8;ESTAGIARIOS;1050428.82;1044;1028;1.1
2024;8;C.L.T.                     C;825720.6;196;174;0.87
2024;8;ACUMULO DE GRATTIFICACAO-ESTAT;804647.88;37;32;0.84
2024;8;COMIS ESTAT/MENSAL(INCORPORAN);719756.24;49;40;0.76
2024;8;APOS/PENS-CLT/COMPL.INSS     P;635678.68;157;157;0.67
2024;8;C.L.T. MENSAL/TEMP;513888.63;150;148;0.54
2024;8;APOS/INAT-CLT/COMPL.INSS     P;465972.63;78;78;0.49
2024;8;AGENTE POLITICO              S;294119.36;16;14;0.31
2024;8;AGENTE HONORIFICO;222874.36;35;29;0.23
2024;8;ACUM FG-ANT.COM.EST.HR.C.ORIG;189899.62;8;7;0.2
2024;8;COMIS.ESTAT/HOR(INCORPORANDO);180789.76;8;8;0.19
2024;8;COMIS ESTAT MENS(CARGO ORIGEM);100247.84;5;5;0.11
2024;8;COMIS. ESTAT. INT. NOVO;89618.64;8;6;0.09
2024;8;EST MEN COMISS RPC;38800.46;4;4;0.04
2024;8;C.L.T./PROF/TMP/HORISTA;32882.54;6;6;0.03
2024;8;PREFEITO                     S;29363.01;1;1;0.03
2024;8;AGENTE POLITICO RPPS NOVOS;17617.8;1;1;0.02
2024;8;VICE PREFEITO                S;17617.8;1;1;0.02
2024;8;CONS.TUTELAR RPPS;16287.42;2;2;0.02
2024;8;COMISSIONADO SPPREV;14880.98;1;1;0.02
2024;8;EST MEN FG RPC;11347.8;2;2;0.01
2024;9;ESTATUTARIOS MEN/ LEI 8336/07;19383559.53;3225;2963;19.81
2024;9;PROF/HOR/ESTAT - LEI 8336/2007;18838137.74;1947;1911;19.25
2024;9;ESTATUTARIO                  E;8073381.97;764;718;8.25
2024;9;ESTAT. HORISTAS/NOVOS 8336/07;6849927.21;781;679;7.0
2024;9;ESTATUTARIO/HORISTAS         E;6228748.37;470;403;6.37
2024;9;COMIS.ESTAT/MENSAL NOVOS (INC);5034742.19;455;393;5.15
2024;9;PROF/HORISTAS/ESTATUTARIOS   E;4874763.37;328;326;4.98
2024;9;EST MENS RPC;4846933.94;1093;1024;4.95
2024;9;EST HOR RPC;3667993.29;400;370;3.75
2024;9;PROF/EVENT/SUBST/AUTONOMOS   A;3525162.23;2098;2067;3.6
2024;9;ACUMULO DE GRATIF-ESTAT NOVOS;2321901.95;169;148;2.37
2024;9;MED.PLANT.ESTAT -LEI 8336/2007;2305205.66;113;96;2.36
2024;9;COMIS.ESTAT/HOR(INCORP)NOVOS;1608200.88;91;77;1.64
2024;9;MEDICOS PLANTONISTAS/ESTATUT.;1460428.75;51;44;1.49
2024;9;COMISSAO/EXTERNO             S;1389699.58;99;95;1.42
2024;9;EST HOR PEB RPC;1167628.16;173;171;1.19
2024;9;ESTAGIARIOS;1038138.84;1013;1007;1.06
2024;9;C.L.T.                     C;850683.67;202;174;0.87
2024;9;COMIS ESTAT/MENSAL(INCORPORAN);768502.91;45;40;0.79
2024;9;ACUMULO DE GRATTIFICACAO-ESTAT;650949.61;33;31;0.67
2024;9;APOS/PENS-CLT/COMPL.INSS     P;630381.66;155;155;0.64
2024;9;C.L.T. MENSAL/TEMP;500278.4;155;147;0.51
2024;9;APOS/INAT-CLT/COMPL.INSS     P;491953.98;79;79;0.5
2024;9;AGENTE POLITICO              S;280710.26999999996;15;15;0.29
2024;9;AGENTE HONORIFICO;220472.6;30;29;0.23
2024;9;ACUM FG-ANT.COM.EST.HR.C.ORIG;186195.15;7;7;0.19
2024;9;COMIS.ESTAT/HOR(INCORPORANDO);184182.75;9;8;0.19
2024;9;COMIS ESTAT MENS(CARGO ORIGEM);145519.11000000002;6;6;0.15
2024;9;COMIS. ESTAT. INT. NOVO;100299.97;8;7;0.1
2024;9;EST MEN COMISS RPC;57839.49;7;5;0.06
2024;9;AGENTE POLITICO RPPS NOVOS;35235.6;2;2;0.04
2024;9;PREFEITO                     S;28384.24;1;1;0.03
2024;9;C.L.T./PROF/TMP/HORISTA;25234.989999999998;5;5;0.03
2024;9;CONS.TUTELAR RPPS;21054.47;4;2;0.02
2024;9;VICE PREFEITO                S;17617.8;1;1;0.02
2024;9;COMISSIONADO SPPREV;14905.98;1;1;0.02
2024;9;EST MEN FG RPC;12443.8;3;2;0.01
2024;10;ESTATUTARIOS MEN/ LEI 8336/07;19599477.45;3174;2955;19.89
2024;10;PROF/HOR/ESTAT - LEI 8336/2007;18684105.39;1913;1907;18.97
2024;10;ESTATUTARIO                  E;8030664.32;766;711;8.15
2024;10;ESTAT. HORISTAS/NOVOS 8336/07;6956325.07;790;681;7.06
