tipo,local_canonico,sigla_secretaria,secretaria,efetivo,folha_total,folha_media,ticket_medio
Escola,EM Norma Justa D. Ara,SEDUC,Secretaria da Educação,57,566987.02,9947.14,9947.14
Escola,CEI 72 — Sueli Gaz Camp,SEDUC,Secretaria da Educação,57,374958.68,6578.22,6578.22
Escola,CEI 82 — Bened M. Didi,SEDUC,Secretaria da Educação,56,378898.6,6766.05,6766.05
Escola,CEI 73 — Matilde Gavin,SEDUC,Secretaria da Educação,55,366387.57,6661.59,6661.59
Escola,CEI 94 — Ana L. Pazini,SEDUC,Secretaria da Educação,54,356479.43,6601.47,6601.47
Escola,EM Avelino L. Camarg,SEDUC,Secretaria da Educação,52,583020.8,11211.94,11211.94
Escola,EM Rosa Cury,SEDUC,Secretaria da Educação,52,601585.52,11568.95,11568.95
Escola,EM Lea Edy Al Saliba,SEDUC,Secretaria da Educação,52,538951.7,10364.46,10364.46
Escola,EM Odilla Caldini Cresp,SEDUC,Secretaria da Educação,52,507244.91,9754.71,9754.71
Escola,CEI 66 — Frat Fem Cruz,SEDUC,Secretaria da Educação,51,398517.29,7814.06,7814.06
Escola,CEI 85 — Maria R. A God,SEDUC,Secretaria da Educação,51,350392.05,6870.43,6870.43
Escola,EM Benedito Cleto,SEDUC,Secretaria da Educação,51,475151.71,9316.7,9316.7
Escola,CEI 88 — Vera Ap G. Sant,SEDUC,Secretaria da Educação,51,370607.16,7266.81,7266.81
Escola,EM Oswaldo Duarte,SEDUC,Secretaria da Educação,50,601253.04,12025.06,12025.06
Escola,CEI 84 — Osmar Almeida,SEDUC,Secretaria da Educação,50,420464.58,8409.29,8409.29
Escola,EM Duljara F. Oliveir,SEDUC,Secretaria da Educação,50,561630.72,11232.61,11232.61
Escola,CEI 92 — Dolores Fagund,SEDUC,Secretaria da Educação,50,316388.36,6327.77,6327.77
Escola,CEI 48 — Frei A Kloeckn,SEDUC,Secretaria da Educação,50,405488.71,8109.77,8109.77
Escola,CEI 75 — J. Alcir G. Rib,SEDUC,Secretaria da Educação,50,297542.61,5950.85,5950.85
Escola,EM Ronaldo C. de Arruda,SEDUC,Secretaria da Educação,49,473857.11,9670.55,9670.55
Escola,CEI 79 — Joao Tortello,SEDUC,Secretaria da Educação,48,289712.16,6035.67,6035.67
Escola,CEI 60 — Anna Rusconi,SEDUC,Secretaria da Educação,48,420466.43,8759.72,8759.72
Escola,CEI 106 — Aurea Paixao,SEDUC,Secretaria da Educação,48,291082.54,6064.22,6064.22
Escola,CEI 105 — Dra. Maura Robe,SEDUC,Secretaria da Educação,48,309812.27,6454.42,6454.42
Escola,EM M. Lourd A Morais,SEDUC,Secretaria da Educação,47,485789.63,10335.95,10335.95
Escola,CEI 93 — M. Teresa Calc,SEDUC,Secretaria da Educação,47,352355.03,7496.92,7496.92
Escola,CEI 95 — Angela M. Vieira,SEDUC,Secretaria da Educação,47,314510.98,6691.72,6691.72
Escola,CEI 35 — Maria O V. Brun,SEDUC,Secretaria da Educação,47,343649.91,7311.7,7311.7
Escola,EM M. Lourd M. Martinez,SEDUC,Secretaria da Educação,46,464350.87,10094.58,10094.58
Escola,EM Maria Ignez F. Deluno,SEDUC,Secretaria da Educação,46,518087.51,11262.77,11262.77
Escola,CEI 67 — Maria G. P. Nard,SEDUC,Secretaria da Educação,46,312640.49,6796.53,6796.53
Escola,CEI 68 — Gladys M. T. Ama,SEDUC,Secretaria da Educação,46,328034.28,7131.18,7131.18
Escola,EM Jose C. Florenz,SEDUC,Secretaria da Educação,46,464285.7,10093.17,10093.17
Escola,EM Getulio Vargas,SEDUC,Secretaria da Educação,45,605619.84,13458.22,13458.22
Escola,EM Milton Santos,SEDUC,Secretaria da Educação,45,604871.98,13441.6,13441.6
Escola,EM Maria Domingas,SEDUC,Secretaria da Educação,45,600988.01,13355.29,13355.29
Escola,EM Luiz Almeida Marins,SEDUC,Secretaria da Educação,45,566957.52,12599.06,12599.06
Escola,CEI 81 — Edith Del Sant,SEDUC,Secretaria da Educação,45,270538.09,6011.96,6011.96
Escola,CEI 62 — Mons Ant Sola,SEDUC,Secretaria da Educação,45,345574.24,7679.43,7679.43
Escola,CEI 98 — Olinda L. Marth,SEDUC,Secretaria da Educação,45,294554.26,6545.65,6545.65
Escola,CEI 97 — Maria Dorelli,SEDUC,Secretaria da Educação,45,308937.97,6865.29,6865.29
Escola,CEI 27 — Christina Reis,SEDUC,Secretaria da Educação,45,302608.63,6724.64,6724.64
Escola,CEI 96 — Pr Adelaide P.,SEDUC,Secretaria da Educação,45,258074.36,5734.99,5734.99
Escola,CEI 58 — Dulce P. O Pinh,SEDUC,Secretaria da Educação,44,290082.13,6592.78,6592.78
Escola,EM Leda T. Borghesi,SEDUC,Secretaria da Educação,44,451786.18,10267.87,10267.87
Escola,CEI 76 — Menino Jesus,SEDUC,Secretaria da Educação,44,304569.42,6922.03,6922.03
Escola,EM Flavio S. Nogueira,SEDUC,Secretaria da Educação,43,461642.61,10735.87,10735.87
Escola,CEI 104 — Pr J. Crespo G.,SEDUC,Secretaria da Educação,42,286472.91,6820.78,6820.78
Escola,CEI 87 — Cassio Rosa,SEDUC,Secretaria da Educação,42,255188.92,6075.93,6075.93
Escola,CEI 103 — Jorge Moyses,SEDUC,Secretaria da Educação,41,295909.91,7217.31,7217.31
Escola,EM Matheus Maylasky,SEDUC,Secretaria da Educação,41,432521.27,10549.3,10549.3
Escola,CEI 61 — Yolanda Rizzo,SEDUC,Secretaria da Educação,41,256272.58,6250.55,6250.55
Escola,CEI 74 — Maria C. Marins,SEDUC,Secretaria da Educação,40,288209.79,7205.24,7205.24
Escola,EM Joao Franc Rosa,SEDUC,Secretaria da Educação,40,474780.96,11869.52,11869.52
Escola,EM Helio Rosa Baldy,SEDUC,Secretaria da Educação,40,391579.23,9789.48,9789.48
Escola,CEI 80 — Ana Rjmz Oliv,SEDUC,Secretaria da Educação,40,239892.13,5997.3,5997.3
Escola,CEI 69 — Ester B. C. Nasc,SEDUC,Secretaria da Educação,40,310271.03,7756.78,7756.78
Escola,EM Leonor P. Thomaz,SEDUC,Secretaria da Educação,39,483211.17,12390.03,12390.03
Escola,CEI 63 — Rein D. Aless,SEDUC,Secretaria da Educação,39,251779.54,6455.89,6455.89
Escola,CEI 64 — Joana Sim Sola,SEDUC,Secretaria da Educação,38,282032.59,7421.91,7421.91
Escola,EM Milton Leite Oliveir,SEDUC,Secretaria da Educação,38,446263.49,11743.78,11743.78
Escola,CEI 65 — Santo Agostinh,SEDUC,Secretaria da Educação,38,254718.94,6703.13,6703.13
Escola,CEI 77 — Olga Toledo Lr,SEDUC,Secretaria da Educação,38,309530.38,8145.54,8145.54
Escola,CEI 33 — Elvira N. Mont,SEDUC,Secretaria da Educação,38,288538.87,7593.13,7593.13
Escola,CEI 110 — Maria Leopoldi,SEDUC,Secretaria da Educação,37,290539.98,7852.43,7852.43
Escola,EM Julica Bierrenbach,SEDUC,Secretaria da Educação,37,427813.75,11562.53,11562.53
Escola,EM Quinzinho Barros,SEDUC,Secretaria da Educação,37,477373.36,12901.98,12901.98
Escola,EM Irineu Leister,SEDUC,Secretaria da Educação,37,360282.73,9737.37,9737.37
Escola,EM Zilah D. M. Scherep,SEDUC,Secretaria da Educação,37,372657.06,10071.81,10071.81
Escola,EM Ana Cecilia F. Prd,SEDUC,Secretaria da Educação,37,312787.0,8453.7,8453.7
Escola,EM Basilio C. Daemon,SEDUC,Secretaria da Educação,36,379487.15,10541.31,10541.31
Escola,EM Darlene Devasto,SEDUC,Secretaria da Educação,36,436879.44,12135.54,12135.54
Escola,EM Oswaldo Oliveira,SEDUC,Secretaria da Educação,36,370869.65,10301.93,10301.93
Escola,EM Jaci D. Matielli,SEDUC,Secretaria da Educação,35,422905.3,12083.01,12083.01
Escola,CEI 86 — Jorge L. P. Del,SEDUC,Secretaria da Educação,35,242491.47,6928.33,6928.33
Escola,EM Antenor Monteiro de Almeida,SEDUC,Secretaria da Educação,34,339219.93,9977.06,9977.06
Escola,CEI 07 — Franc M. P. Silv,SEDUC,Secretaria da Educação,33,318039.79,9637.57,9637.57
Escola,CEI 59 — Eugenio Leite,SEDUC,Secretaria da Educação,33,221335.62,6707.14,6707.14
Escola,EM Paulo F. Tortello,SEDUC,Secretaria da Educação,33,328265.07,9947.43,9947.43
Escola,CEI 112 — Izabel dos S.,SEDUC,Secretaria da Educação,32,222273.43,6946.04,6946.04
Escola,CEI 16 — Beatriz M. L. F.,SEDUC,Secretaria da Educação,32,224703.09,7021.97,7021.97
Escola,CEI 71 — Yolanda P. Ned,SEDUC,Secretaria da Educação,32,213797.96,6681.19,6681.19
Escola,EM Ney de O Fogaca,SEDUC,Secretaria da Educação,32,405895.08,12684.22,12684.22
Escola,CEI 54 — Sonia Ap Mach,SEDUC,Secretaria da Educação,32,254737.73,7960.55,7960.55
Escola,CEI 83 — Maria C. R. Sack,SEDUC,Secretaria da Educação,31,247668.52,7989.31,7989.31
Escola,EM Amin Cassar,SEDUC,Secretaria da Educação,31,306558.49,9888.98,9888.98
Escola,UBS Escola,SES,Secretaria da Saúde,30,364050.84,12135.03,12135.03
Escola,CEI 14 — Eng C. Rein Men,SEDUC,Secretaria da Educação,30,381248.95,12708.3,12708.3
Escola,EM Genny Kalil Milego,SEDUC,Secretaria da Educação,30,329407.93,10980.26,10980.26
Escola,CEI 08 — Messias R. N. C.,SEDUC,Secretaria da Educação,29,298929.6,10307.92,10307.92
Escola,EM Edemir A Digiampi,SEDUC,Secretaria da Educação,29,337010.57,11621.05,11621.05
Escola,EM Josefina Z. Carv,SEDUC,Secretaria da Educação,28,375377.92,13406.35,13406.35
Escola,CEI 108 — Antonio B. M. F.,SEDUC,Secretaria da Educação,28,202420.56,7229.31,7229.31
Escola,CEI 101 — Leonilda C. Mal,SEDUC,Secretaria da Educação,28,190475.33,6802.69,6802.69
Escola,EM Walter Carretero,SEDUC,Secretaria da Educação,28,249109.43,8896.77,8896.77
Escola,CEI 28 — Raudineia Mach,SEDUC,Secretaria da Educação,27,312723.44,11582.35,11582.35
Escola,CEI 02 — Marina Grohma,SEDUC,Secretaria da Educação,27,273201.39,10118.57,10118.57
Escola,EM Joao Bat Larizzatti Jr.,SEDUC,Secretaria da Educação,27,263169.5,9747.02,9747.02
Escola,CEI 100 — Merc Urq Desi,SEDUC,Secretaria da Educação,27,183539.62,6797.76,6797.76
Escola,CEI 23 — Dolores Amaral,SEDUC,Secretaria da Educação,26,189480.55,7287.71,7287.71
Escola,CEI 47 — Betty S. Oliv,SEDUC,Secretaria da Educação,26,232102.5,8927.02,8927.02
Escola,EM Benedito J. Nunes,SEDUC,Secretaria da Educação,24,249303.2,10387.63,10387.63
Escola,EM Carmen Paulina Walter,SEDUC,Secretaria da Educação,24,261910.39,10912.93,10912.93
Escola,CEI 70 — Adayl O Arruda,SEDUC,Secretaria da Educação,24,165971.12,6915.46,6915.46
Escola,EM Edward Frufru M.,SEDUC,Secretaria da Educação,22,264874.43,12039.75,12039.75
Escola,CEI 45 — Diva F. Cordeir,SEDUC,Secretaria da Educação,21,228139.93,10863.81,10863.81
Escola,CEI 114 — Fausto Ferreira Telles,SEDUC,Secretaria da Educação,21,262552.35,12502.49,12502.49
Escola,CEI 99 — Larissa F. Borge,SEDUC,Secretaria da Educação,21,244225.86,11629.8,11629.8
Escola,EM Rev. Augusto da Silva Dourado,SEDUC,Secretaria da Educação,20,191439.31,9571.97,9571.97
Escola,CEI 57 — Eng Joao Saler,SEDUC,Secretaria da Educação,19,240651.56,12665.87,12665.87
Escola,EM Jose Mendes,SEDUC,Secretaria da Educação,19,214791.58,11304.82,11304.82
Escola,EM Wanderlei Acca Prof,SEDUC,Secretaria da Educação,18,275545.19,15308.07,15308.07
Escola,CEI 41 — Antonio Fratti,SEDUC,Secretaria da Educação,17,229345.15,13490.89,13490.89
Escola,EM Renata Cabrerisso da Costa,SEDUC,Secretaria da Educação,17,262172.1,15421.89,15421.89
Escola,CEI 22 — Victor Pedroso,SEDUC,Secretaria da Educação,16,243029.96,15189.37,15189.37
Escola,EM Jose Osorio C. M. Alme,SEDUC,Secretaria da Educação,16,197544.68,12346.54,12346.54
Escola,EM Ernesto Martins,SEDUC,Secretaria da Educação,16,214346.48,13396.65,13396.65
Escola,EM Dirceu Ferr da Silva,SEDUC,Secretaria da Educação,16,192099.1,12006.19,12006.19
Escola,CEI 03 — Zizi Almeida,SEDUC,Secretaria da Educação,15,169778.48,11318.57,11318.57
Escola,CEI 53 — Benjamin Grizz,SEDUC,Secretaria da Educação,15,201574.09,13438.27,13438.27
Escola,CEI 148 — Comend Alfredo Metidieri,SEDUC,Secretaria da Educação,15,193444.95,12896.33,12896.33
Escola,CEI 20 — Victoria S. Lar,SEDUC,Secretaria da Educação,14,214711.4,15336.53,15336.53
Escola,CEI 05 — Antonio Amabil,SEDUC,Secretaria da Educação,14,223199.39,15942.81,15942.81
Escola,CEI 10 — Eglantina Rocco,SEDUC,Secretaria da Educação,14,176523.36,12608.81,12608.81
Escola,CEI 13 — Aluisio Almeid,SEDUC,Secretaria da Educação,13,185392.36,14260.95,14260.95
Escola,EM Tadeusz Josefczyh,SEDUC,Secretaria da Educação,13,159853.14,12296.4,12296.4
Escola,CEI 31 — Victoria H. Say,SEDUC,Secretaria da Educação,13,205181.97,15783.23,15783.23
Escola,Educacao EM Saude,SES,Secretaria da Saúde,13,203294.24,15638.02,15638.02
Escola,CEI 52 — Olga C. Fornaz,SEDUC,Secretaria da Educação,12,188234.31,15686.19,15686.19
Escola,CEI 09 — Fernando Rios,SEDUC,Secretaria da Educação,12,163141.61,13595.13,13595.13
Escola,CEI 30 — Maria P. Belloti,SEDUC,Secretaria da Educação,12,163047.33,13587.28,13587.28
Escola,CEI 11 — Tercila Freire,SEDUC,Secretaria da Educação,11,186515.75,16955.98,16955.98
Escola,CEI 50 — Alipio G. Cunha,SEDUC,Secretaria da Educação,11,150925.08,13720.46,13720.46
Escola,CEI 51 — Rubens Vieira,SEDUC,Secretaria da Educação,11,165322.87,15029.35,15029.35
Escola,CEI 17 — Issa Latuf,SEDUC,Secretaria da Educação,10,147178.97,14717.9,14717.9
Escola,CEI 25 — Jorge F. Schere,SEDUC,Secretaria da Educação,10,147065.59,14706.56,14706.56
Escola,CEI 36 — Dr. Abney Carn,SEDUC,Secretaria da Educação,10,141078.99,14107.9,14107.9
Escola,CEI 39 — Sha Ar Hanegev,SEDUC,Secretaria da Educação,10,172148.42,17214.84,17214.84
Escola,CEI 21 — Aureliano Rodr,SEDUC,Secretaria da Educação,9,115545.55,12838.39,12838.39
Escola,CEI 18 — Miguel Cheda,SEDUC,Secretaria da Educação,9,127275.31,14141.7,14141.7
Escola,CEI 44 — Luiz Ribeiro,SEDUC,Secretaria da Educação,9,137566.86,15285.21,15285.21
Escola,CEI 40 — Duzolina Pagl,SEDUC,Secretaria da Educação,9,140488.33,15609.81,15609.81
Escola,CEI 38 — Maria G. Vecina,SEDUC,Secretaria da Educação,9,164652.62,18294.74,18294.74
Escola,CEI 91 — Celia Cang Mend,SEDUC,Secretaria da Educação,9,75922.63,8435.85,8435.85
Escola,CEI 111 — Ivan Gerbovic,SEDUC,Secretaria da Educação,9,106178.31,11797.59,11797.59
Escola,CEI 43 — Vera L. Maldon,SEDUC,Secretaria da Educação,7,123344.47,17620.64,17620.64
Escola,CEI 15 — Terezinha L. F.,SEDUC,Secretaria da Educação,7,104254.43,14893.49,14893.49
Escola,CEI 26 — Luiz Sanctis,SEDUC,Secretaria da Educação,6,112500.18,18750.03,18750.03
Outros,Conselho Tutelar,SECID,Secretaria da Cidadania,36,313842.97,8717.86,8717.86
Outros,Lab Saude Publica,SES,Secretaria da Saúde,27,248563.08,9206.04,9206.04
Outros,Superv Ensino,SEDUC,Secretaria da Educação,25,586453.42,23458.14,23458.14
Outros,Sead - Smf-secao de Manutencao da Frota,,,22,182567.59,8298.53,8298.53
Outros,Ouvidoria-geral,SGC,Secretaria de Gabinete Central,22,166186.39,7553.93,7553.93
Outros,Segov - Assessores,,,17,245101.0,14417.71,14417.71
Outros,Sert - Pat,,,14,139651.81,9975.13,9975.13
Outros,Separ - Uep,,,13,144097.59,11084.43,11084.43
Outros,Cerest,SES,Secretaria da Saúde,12,184004.85,15333.74,15333.74
Outros,Segov - Cto Mun Prev Concil Conf,,,12,139231.48,11602.62,11602.62
Outros,Pq Zoologico,SEMA,"Secretaria do Meio Ambiente, Parques e Jardins",11,148490.15,13499.1,13499.1
Outros,Serh - Cartorio 356,,,11,90296.86,8208.81,8208.81
Outros,Cemit Saudade,SERPO,Secretaria de Serviços Públicos e Obras,10,57163.82,5716.38,5716.38
Outros,Corregedoria-geral,SGC,Secretaria de Gabinete Central,10,202239.63,20223.96,20223.96
Outros,Serh - Cartorio 271,,,9,92634.04,10292.67,10292.67
Outros,Serh - Cartorio 343,,,9,79824.43,8869.38,8869.38
Outros,Auditoria-geral,SGC,Secretaria de Gabinete Central,9,171902.69,19100.3,19100.3
Outros,Seg Patrimonial,SESU,Secretaria de Segurança Urbana,8,60264.05,7533.01,7533.01
Outros,D.adm Orcamentaria,SERPO,Secretaria de Serviços Públicos e Obras,8,62959.86,7869.98,7869.98
Outros,Sequav - Ce Pitico,,,8,60803.64,7600.45,7600.45
Outros,Coordenadorias,SECID,Secretaria da Cidadania,8,147561.25,18445.16,18445.16
Outros,Serh - Cartorio 342,,,8,81677.89,10209.74,10209.74
Outros,Serh - Cartorio 137,,,8,45103.11,5637.89,5637.89
Outros,Sequav - Ce Maria Eugenia,,,7,71258.41,10179.77,10179.77
Outros,Serh - Sindicato,,,7,107283.01,15326.14,15326.14
Outros,Sequav - Ce Simus,,,7,85649.73,12235.68,12235.68
Outros,Central de Abast Farmaceutico,SES,Secretaria da Saúde,7,79849.25,11407.04,11407.04
Outros,Coord-geral Trat Dados Pessoais do Municipio,SGC,Secretaria de Gabinete Central,7,77513.13,11073.3,11073.3
Outros,Sequav - Estadio Municipal,,,6,83756.28,13959.38,13959.38
Outros,Centr Regul Leitos,SES,Secretaria da Saúde,6,109178.01,18196.33,18196.33
Outros,Serh - Cartorio 294,,,6,38490.47,6415.08,6415.08
Outros,Bibl Municipal,SECULT,Secretaria de Cultura,6,29946.63,4991.1,4991.1
Outros,Fss,,,5,52984.43,10596.89,10596.89
Outros,Base Apoio Regional,SESU,Secretaria de Segurança Urbana,5,67898.75,13579.75,13579.75
