ano;mes;secretaria;efetivo
2024;5;Secretaria da Saúde;2596
2024;5;Secretaria de Segurança Urbana;370
2024;5;Secretaria de Administração;292
2024;5;Secretaria da Cidadania;274
2024;5;Inativos e Pensionistas (Encargos);241
2024;5;Secretaria de Planejamento e Desenvolvimento Urbano;192
2024;5;Secretaria da Fazenda;166
2024;5;Secretaria de Serviços Públicos e Obras;132
2024;5;Secretaria do Meio Ambiente, Parques e Jardins;127
2024;5;Secretaria de Recursos Humanos;125
2024;5;Secretaria de Governo;121
2024;5;Secretaria de Assuntos Jurídicos e Patrimônio;118
2024;5;Secretaria de Esportes e Lazer;83
2024;5;Secretaria de Gabinete Central;75
2024;5;Secretaria de Cultura;68
2024;5;Secretaria de Relações do Trabalho e Qualificação Profissional;43
2024;5;Secretaria da Habitação e Regularização Fundiária;39
2024;5;Secretaria de Mobilidade;35
2024;5;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;34
2024;5;Secretaria de Comunicação;30
2024;5;Secretaria de Relações Institucionais e Metropolitanas;12
2024;6;Secretaria da Educação;7977
2024;6;Secretaria da Saúde;2597
2024;6;Secretaria de Segurança Urbana;367
2024;6;Secretaria de Administração;286
2024;6;Secretaria da Cidadania;272
2024;6;Inativos e Pensionistas (Encargos);241
2024;6;Secretaria de Planejamento e Desenvolvimento Urbano;191
2024;6;Secretaria da Fazenda;165
2024;6;Secretaria de Serviços Públicos e Obras;133
2024;6;Secretaria de Recursos Humanos;126
2024;6;Secretaria do Meio Ambiente, Parques e Jardins;125
2024;6;Secretaria de Assuntos Jurídicos e Patrimônio;118
2024;6;Secretaria de Governo;114
2024;6;Secretaria de Esportes e Lazer;86
2024;6;Secretaria de Gabinete Central;76
2024;6;Secretaria de Cultura;65
2024;6;Secretaria de Relações do Trabalho e Qualificação Profissional;42
2024;6;Secretaria da Habitação e Regularização Fundiária;40
2024;6;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;34
2024;6;Secretaria de Mobilidade;34
2024;6;Secretaria de Comunicação;31
2024;6;Secretaria de Relações Institucionais e Metropolitanas;13
2024;6;Chefia do Poder Executivo;7
2024;7;Secretaria da Educação;7992
2024;7;Secretaria da Saúde;2590
2024;7;Secretaria de Segurança Urbana;366
2024;7;Secretaria de Administração;281
2024;7;Secretaria da Cidadania;271
2024;7;Inativos e Pensionistas (Encargos);237
2024;7;Secretaria de Planejamento e Desenvolvimento Urbano;192
2024;7;Secretaria da Fazenda;166
2024;7;Secretaria de Serviços Públicos e Obras;132
2024;7;Secretaria do Meio Ambiente, Parques e Jardins;127
2024;7;Secretaria de Recursos Humanos;126
2024;7;Secretaria de Assuntos Jurídicos e Patrimônio;115
2024;7;Secretaria de Governo;112
2024;7;Secretaria de Esportes e Lazer;89
2024;7;Secretaria de Gabinete Central;75
2024;7;Secretaria de Cultura;69
2024;7;Secretaria de Relações do Trabalho e Qualificação Profissional;41
2024;7;Secretaria da Habitação e Regularização Fundiária;40
2024;7;Secretaria de Mobilidade;38
2024;7;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;34
2024;7;Secretaria de Comunicação;33
2024;7;Secretaria de Relações Institucionais e Metropolitanas;13
2024;7;Chefia do Poder Executivo;7
2024;8;Secretaria da Educação;7573
2024;8;Secretaria da Saúde;2602
2024;8;Secretaria de Segurança Urbana;364
2024;8;Secretaria de Administração;285
2024;8;Secretaria da Cidadania;274
2024;8;Inativos e Pensionistas (Encargos);235
2024;8;Secretaria de Planejamento e Desenvolvimento Urbano;186
2024;8;Secretaria da Fazenda;170
2024;8;Secretaria de Serviços Públicos e Obras;141
2024;8;Secretaria de Recursos Humanos;131
2024;8;Secretaria do Meio Ambiente, Parques e Jardins;128
2024;8;Secretaria de Assuntos Jurídicos e Patrimônio;119
2024;8;Secretaria de Governo;116
2024;8;Secretaria de Esportes e Lazer;92
2024;8;Secretaria de Gabinete Central;76
2024;8;Secretaria de Cultura;72
2024;8;Secretaria de Relações do Trabalho e Qualificação Profissional;44
2024;8;Secretaria de Mobilidade;42
2024;8;Secretaria da Habitação e Regularização Fundiária;39
2024;8;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;36
2024;8;Secretaria de Comunicação;34
2024;8;Secretaria de Relações Institucionais e Metropolitanas;10
2024;8;Chefia do Poder Executivo;7
2024;9;Secretaria da Educação;8017
2024;9;Secretaria da Saúde;2599
2024;9;Secretaria de Segurança Urbana;361
2024;9;Secretaria de Administração;286
2024;9;Secretaria da Cidadania;275
2024;9;Inativos e Pensionistas (Encargos);234
2024;9;Secretaria de Planejamento e Desenvolvimento Urbano;199
2024;9;Secretaria da Fazenda;170
2024;9;Secretaria de Serviços Públicos e Obras;138
2024;9;Secretaria de Recursos Humanos;132
2024;9;Secretaria do Meio Ambiente, Parques e Jardins;129
2024;9;Secretaria de Assuntos Jurídicos e Patrimônio;115
2024;9;Secretaria de Governo;112
2024;9;Secretaria de Esportes e Lazer;90
2024;9;Secretaria de Cultura;73
2024;9;Secretaria de Gabinete Central;72
2024;9;Secretaria de Relações do Trabalho e Qualificação Profissional;44
2024;9;Secretaria da Habitação e Regularização Fundiária;40
2024;9;Secretaria de Mobilidade;38
2024;9;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;36
2024;9;Secretaria de Comunicação;32
2024;9;Secretaria de Relações Institucionais e Metropolitanas;10
2024;9;Chefia do Poder Executivo;7
2024;10;Secretaria da Educação;8099
2024;10;Secretaria da Saúde;2597
2024;10;Secretaria de Segurança Urbana;363
2024;10;Secretaria de Administração;290
2024;10;Secretaria da Cidadania;276
2024;10;Inativos e Pensionistas (Encargos);232
2024;10;Secretaria de Planejamento e Desenvolvimento Urbano;194
2024;10;Secretaria da Fazenda;168
2024;10;Secretaria de Serviços Públicos e Obras;134
2024;10;Secretaria de Recursos Humanos;132
2024;10;Secretaria do Meio Ambiente, Parques e Jardins;127
2024;10;Secretaria de Governo;114
2024;10;Secretaria de Assuntos Jurídicos e Patrimônio;113
2024;10;Secretaria de Esportes e Lazer;92
2024;10;Secretaria de Gabinete Central;74
2024;10;Secretaria de Cultura;73
2024;10;Secretaria de Relações do Trabalho e Qualificação Profissional;44
2024;10;Secretaria da Habitação e Regularização Fundiária;40
2024;10;Secretaria de Mobilidade;39
2024;10;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;36
2024;10;Secretaria de Comunicação;33
2024;10;Secretaria de Relações Institucionais e Metropolitanas;11
2024;10;Chefia do Poder Executivo;7
2024;11;Secretaria da Educação;7969
2024;11;Secretaria da Saúde;2607
2024;11;Secretaria de Segurança Urbana;366
2024;11;Secretaria de Administração;286
2024;11;Secretaria da Cidadania;273
2024;11;Inativos e Pensionistas (Encargos);231
2024;11;Secretaria de Planejamento e Desenvolvimento Urbano;192
2024;11;Secretaria da Fazenda;166
2024;11;Secretaria de Serviços Públicos e Obras;135
2024;11;Secretaria de Recursos Humanos;134
2024;11;Secretaria do Meio Ambiente, Parques e Jardins;129
2024;11;Secretaria de Assuntos Jurídicos e Patrimônio;114
2024;11;Secretaria de Governo;108
2024;11;Secretaria de Esportes e Lazer;90
2024;11;Secretaria de Gabinete Central;77
2024;11;Secretaria de Cultura;71
2024;11;Secretaria de Relações do Trabalho e Qualificação Profissional;44
2024;11;Secretaria da Habitação e Regularização Fundiária;39
2024;11;Secretaria de Mobilidade;39
2024;11;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;37
2024;11;Secretaria de Comunicação;32
2024;11;Secretaria de Relações Institucionais e Metropolitanas;11
2024;11;Chefia do Poder Executivo;7
2024;12;Secretaria da Educação;7880
2024;12;Secretaria da Saúde;2601
2024;12;Secretaria de Segurança Urbana;362
2024;12;Secretaria de Administração;285
2024;12;Secretaria da Cidadania;274
2024;12;Inativos e Pensionistas (Encargos);228
2024;12;Secretaria de Planejamento e Desenvolvimento Urbano;191
2024;12;Secretaria da Fazenda;166
2024;12;Secretaria de Serviços Públicos e Obras;135
2024;12;Secretaria de Recursos Humanos;133
2024;12;Secretaria do Meio Ambiente, Parques e Jardins;125
2024;12;Secretaria de Assuntos Jurídicos e Patrimônio;112
2024;12;Secretaria de Governo;111
2024;12;Secretaria de Esportes e Lazer;90
2024;12;Secretaria de Gabinete Central;76
2024;12;Secretaria de Cultura;71
2024;12;Secretaria de Relações do Trabalho e Qualificação Profissional;44
2024;12;Secretaria da Habitação e Regularização Fundiária;41
2024;12;Secretaria de Mobilidade;40
2024;12;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;36
2024;12;Secretaria de Comunicação;32
2024;12;Secretaria de Relações Institucionais e Metropolitanas;11
2024;12;Chefia do Poder Executivo;7
2025;1;Secretaria da Educação;7326
2025;1;Secretaria da Saúde;2590
2025;1;Secretaria de Segurança Urbana;363
2025;1;Secretaria de Administração;288
2025;1;Secretaria da Cidadania;276
2025;1;Inativos e Pensionistas (Encargos);225
2025;1;Secretaria de Planejamento e Desenvolvimento Urbano;193
2025;1;Secretaria da Fazenda;165
2025;1;Secretaria de Serviços Públicos e Obras;134
2025;1;Secretaria de Recursos Humanos;129
2025;1;Secretaria do Meio Ambiente, Parques e Jardins;129
2025;1;Secretaria de Assuntos Jurídicos e Patrimônio;112
2025;1;Secretaria de Governo;107
2025;1;Secretaria de Esportes e Lazer;90
2025;1;Secretaria de Gabinete Central;70
2025;1;Secretaria de Cultura;66
2025;1;Secretaria de Relações do Trabalho e Qualificação Profissional;54
2025;1;Secretaria de Mobilidade;41
2025;1;Secretaria da Habitação e Regularização Fundiária;40
2025;1;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;36
2025;1;Secretaria de Comunicação;29
2025;1;Secretaria de Relações Institucionais e Metropolitanas;11
2025;1;Chefia do Poder Executivo;7
2025;1;Secretaria de Inclusão e Transtorno do Espectro Autista;1
2025;2;Secretaria da Educação;5810
2025;2;Secretaria da Saúde;2620
2025;2;Secretaria de Segurança Urbana;408
2025;2;Secretaria da Cidadania;280
2025;2;Inativos e Pensionistas (Encargos);227
2025;2;Secretaria de Administração;194
2025;2;Secretaria de Planejamento e Desenvolvimento Urbano;185
2025;2;Secretaria da Fazenda;164
2025;2;Secretaria de Serviços Públicos e Obras;139
2025;2;Secretaria do Meio Ambiente, Parques e Jardins;127
2025;2;Secretaria de Recursos Humanos;126
2025;2;Secretaria de Gabinete Central;120
2025;2;Secretaria de Assuntos Jurídicos e Patrimônio;116
2025;2;Secretaria de Governo;115
2025;2;Secretaria de Esportes e Lazer;98
2025;2;Secretaria de Cultura;69
2025;2;Secretaria de Relações do Trabalho e Qualificação Profissional;52
2025;2;Secretaria de Mobilidade;42
2025;2;Secretaria de Parcerias;41
2025;2;Secretaria da Habitação e Regularização Fundiária;38
2025;2;Secretaria de Comunicação;34
2025;2;Secretaria de Turismo;17
2025;2;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;16
2025;2;Secretaria de Relações Institucionais e Metropolitanas;11
2025;2;Secretaria de Inclusão e Transtorno do Espectro Autista;7
2025;2;Chefia do Poder Executivo;6
2025;2;Secretaria da Mulher;5
2025;2;Secretaria de Empreendedorismo da Micro e Pequena Empresa;3
2025;3;Secretaria da Educação;8148
2025;3;Secretaria da Saúde;2617
2025;3;Secretaria de Segurança Urbana;457
2025;3;Secretaria da Cidadania;276
2025;3;Inativos e Pensionistas (Encargos);223
2025;3;Secretaria de Administração;185
2025;3;Secretaria de Planejamento e Desenvolvimento Urbano;182
2025;3;Secretaria da Fazenda;163
2025;3;Secretaria de Serviços Públicos e Obras;138
2025;3;Secretaria de Recursos Humanos;125
2025;3;Secretaria de Gabinete Central;124
2025;3;Secretaria do Meio Ambiente, Parques e Jardins;119
2025;3;Secretaria de Assuntos Jurídicos e Patrimônio;114
2025;3;Secretaria de Governo;114
2025;3;Secretaria de Esportes e Lazer;96
2025;3;Secretaria de Cultura;68
2025;3;Secretaria de Parcerias;41
2025;3;Secretaria de Relações do Trabalho e Qualificação Profissional;41
2025;3;Secretaria da Habitação e Regularização Fundiária;40
2025;3;Secretaria de Mobilidade;40
2025;3;Secretaria de Comunicação;33
2025;3;Secretaria de Empreendedorismo da Micro e Pequena Empresa;17
2025;3;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;16
2025;3;Secretaria de Relações Institucionais e Metropolitanas;12
2025;3;Secretaria de Turismo;11
2025;3;Secretaria da Mulher;7
2025;3;Secretaria de Inclusão e Transtorno do Espectro Autista;7
2025;3;Chefia do Poder Executivo;6
2025;4;Secretaria da Educação;7784
2025;4;Secretaria da Saúde;2612
2025;4;Secretaria de Segurança Urbana;456
2025;4;Secretaria da Cidadania;272
2025;4;Inativos e Pensionistas (Encargos);223
2025;4;Secretaria de Planejamento e Desenvolvimento Urbano;183
2025;4;Secretaria de Administração;179
2025;4;Secretaria da Fazenda;161
2025;4;Secretaria de Serviços Públicos e Obras;133
2025;4;Secretaria de Recursos Humanos;126
2025;4;Secretaria de Gabinete Central;124
2025;4;Secretaria do Meio Ambiente, Parques e Jardins;120
2025;4;Secretaria de Governo;113
2025;4;Secretaria de Assuntos Jurídicos e Patrimônio;112
2025;4;Secretaria de Esportes e Lazer;98
2025;4;Secretaria de Cultura;68
2025;4;Secretaria de Relações do Trabalho e Qualificação Profissional;44
2025;4;Secretaria da Habitação e Regularização Fundiária;42
2025;4;Secretaria de Parcerias;42
2025;4;Secretaria de Mobilidade;38
2025;4;Secretaria de Comunicação;33
2025;4;Secretaria de Empreendedorismo da Micro e Pequena Empresa;21
2025;4;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;16
2025;4;Secretaria de Relações Institucionais e Metropolitanas;12
2025;4;Secretaria de Turismo;12
2025;4;Secretaria da Mulher;9
2025;4;Secretaria de Inclusão e Transtorno do Espectro Autista;9
2025;4;Chefia do Poder Executivo;6
2025;5;Secretaria da Educação;7817
2025;5;Secretaria da Saúde;2731
2025;5;Secretaria de Segurança Urbana;456
2025;5;Secretaria da Cidadania;273
2025;5;Inativos e Pensionistas (Encargos);217
2025;5;Secretaria de Planejamento e Desenvolvimento Urbano;193
2025;5;Secretaria de Administração;181
2025;5;Secretaria da Fazenda;164
2025;5;Secretaria de Serviços Públicos e Obras;136
2025;5;Secretaria de Recursos Humanos;129
2025;5;Secretaria de Gabinete Central;128
2025;5;Secretaria do Meio Ambiente, Parques e Jardins;121
2025;5;Secretaria de Assuntos Jurídicos e Patrimônio;118
2025;5;Secretaria de Governo;116
2025;5;Secretaria de Esportes e Lazer;95
2025;5;Secretaria de Cultura;72
2025;5;Secretaria de Parcerias;48
2025;5;Secretaria de Relações do Trabalho e Qualificação Profissional;48
2025;5;Secretaria da Habitação e Regularização Fundiária;43
2025;5;Secretaria de Mobilidade;41
2025;5;Secretaria de Comunicação;33
2025;5;Secretaria de Empreendedorismo da Micro e Pequena Empresa;21
2025;5;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;16
2025;5;Secretaria de Relações Institucionais e Metropolitanas;13
2025;5;Secretaria de Turismo;13
2025;5;Secretaria de Inclusão e Transtorno do Espectro Autista;11
2025;5;Secretaria da Mulher;10
2025;5;Chefia do Poder Executivo;7
2025;6;Secretaria da Educação;7957
2025;6;Secretaria da Saúde;2718
2025;6;Secretaria de Segurança Urbana;447
2025;6;Secretaria da Cidadania;271
2025;6;Inativos e Pensionistas (Encargos);214
2025;6;Secretaria de Planejamento e Desenvolvimento Urbano;194
2025;6;Secretaria de Administração;177
2025;6;Secretaria da Fazenda;160
2025;6;Secretaria de Serviços Públicos e Obras;136
2025;6;Secretaria de Gabinete Central;130
2025;6;Secretaria de Recursos Humanos;126
2025;6;Secretaria do Meio Ambiente, Parques e Jardins;123
2025;6;Secretaria de Assuntos Jurídicos e Patrimônio;120
2025;6;Secretaria de Governo;119
2025;6;Secretaria de Esportes e Lazer;94
2025;6;Secretaria de Cultura;70
2025;6;Secretaria de Mobilidade;53
2025;6;Secretaria de Relações do Trabalho e Qualificação Profissional;49
2025;6;Secretaria de Parcerias;47
2025;6;Secretaria da Habitação e Regularização Fundiária;42
2025;6;Secretaria de Comunicação;33
2025;6;Secretaria de Empreendedorismo da Micro e Pequena Empresa;21
2025;6;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;16
2025;6;Secretaria de Relações Institucionais e Metropolitanas;13
2025;6;Secretaria de Turismo;13
2025;6;Secretaria de Inclusão e Transtorno do Espectro Autista;12
2025;6;Secretaria da Mulher;10
2025;6;Chefia do Poder Executivo;6
2025;7;Secretaria da Educação;7939
2025;7;Secretaria da Saúde;2716
2025;7;Secretaria de Segurança Urbana;495
2025;7;Secretaria da Cidadania;274
2025;7;Inativos e Pensionistas (Encargos);214
2025;7;Secretaria de Planejamento e Desenvolvimento Urbano;193
2025;7;Secretaria de Administração;175
2025;7;Secretaria da Fazenda;159
2025;7;Secretaria de Serviços Públicos e Obras;136
2025;7;Secretaria de Gabinete Central;132
2025;7;Secretaria de Recursos Humanos;125
2025;7;Secretaria de Governo;124
2025;7;Secretaria do Meio Ambiente, Parques e Jardins;123
2025;7;Secretaria de Assuntos Jurídicos e Patrimônio;116
2025;7;Secretaria de Esportes e Lazer;95
2025;7;Secretaria de Cultura;66
2025;7;Secretaria de Relações do Trabalho e Qualificação Profissional;58
2025;7;Secretaria de Mobilidade;53
2025;7;Secretaria de Parcerias;49
2025;7;Secretaria da Habitação e Regularização Fundiária;40
2025;7;Secretaria de Comunicação;34
2025;7;Secretaria de Empreendedorismo da Micro e Pequena Empresa;21
2025;7;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;14
2025;7;Secretaria de Turismo;14
2025;7;Secretaria de Relações Institucionais e Metropolitanas;13
2025;7;Secretaria de Inclusão e Transtorno do Espectro Autista;12
2025;7;Secretaria da Mulher;9
2025;7;Chefia do Poder Executivo;6
2025;8;Secretaria da Educação;7595
2025;8;Secretaria da Saúde;2707
2025;8;Secretaria de Segurança Urbana;488
2025;8;Secretaria da Cidadania;281
2025;8;Inativos e Pensionistas (Encargos);212
2025;8;Secretaria de Planejamento e Desenvolvimento Urbano;191
2025;8;Secretaria de Administração;170
2025;8;Secretaria da Fazenda;160
2025;8;Secretaria de Serviços Públicos e Obras;147
2025;8;Secretaria de Gabinete Central;132
2025;8;Secretaria do Meio Ambiente, Parques e Jardins;127
2025;8;Secretaria de Recursos Humanos;125
2025;8;Secretaria de Assuntos Jurídicos e Patrimônio;121
2025;8;Secretaria de Governo;118
2025;8;Secretaria de Esportes e Lazer;93
2025;8;Secretaria de Cultura;69
2025;8;Secretaria de Relações do Trabalho e Qualificação Profissional;59
2025;8;Secretaria de Mobilidade;57
2025;8;Secretaria de Parcerias;51
2025;8;Secretaria da Habitação e Regularização Fundiária;38
2025;8;Secretaria de Comunicação;32
2025;8;Secretaria de Empreendedorismo da Micro e Pequena Empresa;21
2025;8;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;14
2025;8;Secretaria de Turismo;14
2025;8;Secretaria de Relações Institucionais e Metropolitanas;13
2025;8;Secretaria de Inclusão e Transtorno do Espectro Autista;12
2025;8;Secretaria da Mulher;9
2025;8;Chefia do Poder Executivo;6
2025;9;Secretaria da Educação;8080
2025;9;Secretaria da Saúde;2712
2025;9;Secretaria de Segurança Urbana;484
2025;9;Secretaria da Cidadania;286
2025;9;Inativos e Pensionistas (Encargos);190
2025;9;Secretaria de Planejamento e Desenvolvimento Urbano;183
2025;9;Secretaria de Administração;168
2025;9;Secretaria da Fazenda;162
2025;9;Secretaria de Serviços Públicos e Obras;148
2025;9;Secretaria de Gabinete Central;136
2025;9;Secretaria de Recursos Humanos;127
2025;9;Secretaria do Meio Ambiente, Parques e Jardins;127
2025;9;Secretaria de Governo;124
2025;9;Secretaria de Assuntos Jurídicos e Patrimônio;121
2025;9;Secretaria de Esportes e Lazer;94
2025;9;Secretaria de Cultura;67
2025;9;Secretaria de Mobilidade;57
2025;9;Secretaria de Relações do Trabalho e Qualificação Profissional;57
2025;9;Secretaria de Parcerias;50
2025;9;Secretaria da Habitação e Regularização Fundiária;38
2025;9;Secretaria de Comunicação;34
2025;9;Secretaria de Empreendedorismo da Micro e Pequena Empresa;22
2025;9;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;16
2025;9;Secretaria de Turismo;14
2025;9;Secretaria de Relações Institucionais e Metropolitanas;13
2025;9;Secretaria de Inclusão e Transtorno do Espectro Autista;12
2025;9;Secretaria da Mulher;11
2025;9;Chefia do Poder Executivo;7
2025;10;Secretaria da Educação;8206
2025;10;Secretaria da Saúde;2701
2025;10;Secretaria de Segurança Urbana;482
2025;10;Secretaria da Cidadania;283
2025;10;Inativos e Pensionistas (Encargos);188
2025;10;Secretaria de Planejamento e Desenvolvimento Urbano;185
2025;10;Secretaria de Administração;167
2025;10;Secretaria da Fazenda;160
2025;10;Secretaria de Serviços Públicos e Obras;146
2025;10;Secretaria de Gabinete Central;139
2025;10;Secretaria de Recursos Humanos;129
2025;10;Secretaria do Meio Ambiente, Parques e Jardins;126
2025;10;Secretaria de Governo;124
2025;10;Secretaria de Assuntos Jurídicos e Patrimônio;121
2025;10;Secretaria de Esportes e Lazer;92
2025;10;Secretaria de Cultura;71
2025;10;Secretaria de Mobilidade;59
2025;10;Secretaria de Relações do Trabalho e Qualificação Profissional;58
2025;10;Secretaria de Parcerias;50
2025;10;Secretaria da Habitação e Regularização Fundiária;39
2025;10;Secretaria de Comunicação;35
2025;10;Secretaria de Empreendedorismo da Micro e Pequena Empresa;22
2025;10;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;16
2025;10;Secretaria de Turismo;13
2025;10;Secretaria de Inclusão e Transtorno do Espectro Autista;12
2025;10;Secretaria de Relações Institucionais e Metropolitanas;12
2025;10;Secretaria da Mulher;11
2025;10;Chefia do Poder Executivo;7
2025;11;Secretaria da Educação;8116
2025;11;Secretaria da Saúde;2697
2025;11;Secretaria de Segurança Urbana;474
2025;11;Secretaria da Cidadania;288
2025;11;Inativos e Pensionistas (Encargos);189
2025;11;Secretaria de Planejamento e Desenvolvimento Urbano;186
2025;11;Secretaria de Administração;162
2025;11;Secretaria da Fazenda;158
2025;11;Secretaria de Serviços Públicos e Obras;143
2025;11;Secretaria de Gabinete Central;137
2025;11;Secretaria de Recursos Humanos;130
2025;11;Secretaria do Meio Ambiente, Parques e Jardins;123
2025;11;Secretaria de Assuntos Jurídicos e Patrimônio;122
2025;11;Secretaria de Governo;121
2025;11;Secretaria de Esportes e Lazer;91
2025;11;Secretaria de Cultura;71
2025;11;Secretaria de Relações do Trabalho e Qualificação Profissional;61
2025;11;Secretaria de Mobilidade;59
2025;11;Secretaria de Parcerias;52
2025;11;Secretaria da Habitação e Regularização Fundiária;39
2025;11;Secretaria de Comunicação;33
2025;11;Secretaria de Empreendedorismo da Micro e Pequena Empresa;22
2025;11;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;17
2025;11;Secretaria de Turismo;13
2025;11;Secretaria de Inclusão e Transtorno do Espectro Autista;12
2025;11;Secretaria de Relações Institucionais e Metropolitanas;12
2025;11;Secretaria da Mulher;11
2025;11;Chefia do Poder Executivo;7
2025;12;Secretaria da Educação;8019
2025;12;Secretaria da Saúde;2703
2025;12;Secretaria de Segurança Urbana;471
2025;12;Secretaria da Cidadania;289
2025;12;Secretaria de Planejamento e Desenvolvimento Urbano;190
2025;12;Inativos e Pensionistas (Encargos);188
2025;12;Secretaria de Administração;162
2025;12;Secretaria da Fazenda;160
2025;12;Secretaria de Gabinete Central;146
2025;12;Secretaria de Serviços Públicos e Obras;143
2025;12;Secretaria de Recursos Humanos;131
2025;12;Secretaria do Meio Ambiente, Parques e Jardins;126
2025;12;Secretaria de Assuntos Jurídicos e Patrimônio;122
2025;12;Secretaria de Governo;121
2025;12;Secretaria de Esportes e Lazer;94
2025;12;Secretaria de Cultura;73
2025;12;Secretaria de Relações do Trabalho e Qualificação Profissional;61
2025;12;Secretaria de Mobilidade;60
2025;12;Secretaria de Parcerias;52
2025;12;Secretaria da Habitação e Regularização Fundiária;39
2025;12;Secretaria de Comunicação;33
2025;12;Secretaria de Empreendedorismo da Micro e Pequena Empresa;22
2025;12;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;17
2025;12;Secretaria de Turismo;13
2025;12;Secretaria de Inclusão e Transtorno do Espectro Autista;12
2025;12;Secretaria de Relações Institucionais e Metropolitanas;11
2025;12;Secretaria da Mulher;10
2025;12;Chefia do Poder Executivo;6
2026;1;Secretaria da Educação;7495
2026;1;Secretaria da Saúde;2705
2026;1;Secretaria de Segurança Urbana;465
2026;1;Secretaria da Cidadania;289
2026;1;Inativos e Pensionistas (Encargos);188
2026;1;Secretaria de Planejamento e Desenvolvimento Urbano;183
2026;1;Secretaria da Fazenda;159
2026;1;Secretaria de Administração;156
2026;1;Secretaria de Gabinete Central;147
2026;1;Secretaria de Serviços Públicos e Obras;146
2026;1;Secretaria do Meio Ambiente, Parques e Jardins;133
2026;1;Secretaria de Recursos Humanos;129
2026;1;Secretaria de Assuntos Jurídicos e Patrimônio;121
2026;1;Secretaria de Governo;114
2026;1;Secretaria de Esportes e Lazer;93
2026;1;Secretaria de Cultura;71
2026;1;Secretaria de Mobilidade;58
2026;1;Secretaria de Relações do Trabalho e Qualificação Profissional;55
2026;1;Secretaria de Parcerias;52
2026;1;Secretaria da Habitação e Regularização Fundiária;39
2026;1;Secretaria de Comunicação;32
2026;1;Secretaria de Empreendedorismo da Micro e Pequena Empresa;23
2026;1;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;17
2026;1;Secretaria de Turismo;13
2026;1;Chefia do Poder Executivo;12
2026;1;Secretaria de Inclusão e Transtorno do Espectro Autista;12
2026;1;Secretaria de Relações Institucionais e Metropolitanas;11
2026;1;Secretaria da Mulher;10
2026;2;Secretaria da Educação;5505
2026;2;Secretaria da Saúde;2691
2026;2;Secretaria de Segurança Urbana;459
2026;2;Secretaria da Cidadania;288
2026;2;Inativos e Pensionistas (Encargos);187
2026;2;Secretaria de Planejamento e Desenvolvimento Urbano;182
2026;2;Secretaria da Fazenda;159
2026;2;Secretaria de Administração;156
2026;2;Secretaria de Gabinete Central;149
2026;2;Secretaria de Serviços Públicos e Obras;143
2026;2;Secretaria de Recursos Humanos;130
2026;2;Secretaria do Meio Ambiente, Parques e Jardins;129
2026;2;Secretaria de Assuntos Jurídicos e Patrimônio;122
2026;2;Secretaria de Governo;116
2026;2;Secretaria de Esportes e Lazer;91
2026;2;Secretaria de Cultura;69
2026;2;Secretaria de Mobilidade;58
2026;2;Secretaria de Parcerias;53
2026;2;Secretaria de Relações do Trabalho e Qualificação Profissional;49
2026;2;Secretaria da Habitação e Regularização Fundiária;35
2026;2;Secretaria de Comunicação;32
2026;2;Secretaria de Empreendedorismo da Micro e Pequena Empresa;24
2026;2;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;17
2026;2;Chefia do Poder Executivo;12
2026;2;Secretaria de Inclusão e Transtorno do Espectro Autista;12
2026;2;Secretaria de Turismo;12
2026;2;Secretaria de Relações Institucionais e Metropolitanas;11
2026;2;Secretaria da Mulher;9
2026;3;Secretaria da Educação;8215
2026;3;Secretaria da Saúde;2683
2026;3;Secretaria de Segurança Urbana;451
2026;3;Secretaria da Cidadania;289
2026;3;Inativos e Pensionistas (Encargos);186
2026;3;Secretaria de Planejamento e Desenvolvimento Urbano;180
2026;3;Secretaria da Fazenda;156
2026;3;Secretaria de Administração;150
2026;3;Secretaria de Gabinete Central;143
2026;3;Secretaria de Serviços Públicos e Obras;142
2026;3;Secretaria do Meio Ambiente, Parques e Jardins;131
2026;3;Secretaria de Recursos Humanos;127
2026;3;Secretaria de Assuntos Jurídicos e Patrimônio;123
2026;3;Secretaria de Governo;117
2026;3;Secretaria de Esportes e Lazer;89
