ano;mes;secretaria;folha_total;folha_liquida;num_registros;num_matriculas;ticket_medio
2022;2;Secretaria de Relações Institucionais e Metropolitanas;137755.56;90252.99;15;13;10596.58
2022;3;Secretaria da Educação;30051094.35;20214160.99;6761;6619;4540.13
2022;3;Secretaria da Saúde;21338489.87;14757623.33;2808;2385;8946.96
2022;3;Secretaria de Segurança Urbana;3576956.12;2343619.95;448;381;9388.34
2022;3;Secretaria de Assuntos Jurídicos e Patrimônio;1684854.46;1155506.23;182;156;10800.35
2022;3;Secretaria de Administração;1511890.9;1009220.53;265;227;6660.31
2022;3;Secretaria da Fazenda;1331761.37;908823.56;224;189;7046.36
2022;3;Secretaria da Cidadania;1287610.63;879444.31;230;207;6220.34
2022;3;Secretaria de Urbanismo e Licenciamento;1181286.12;811586.15;183;156;7572.35
2022;3;Secretaria de Serviços Públicos e Obras;1082851.23;734843.39;180;147;7366.33
2022;3;Inativos e Pensionistas (Encargos);1066607.72;547688.63;283;283;3768.93
2022;3;Secretaria de Governo;760515.6799999999;533653.22;78;69;11021.97
2022;3;Secretaria do Meio Ambiente, Parques e Jardins;652760.89;448132.69;99;85;7679.54
2022;3;Secretaria de Esportes e Lazer;595805.27;378880.63;81;71;8391.62
2022;3;Secretaria de Recursos Humanos;584593.45;397966.24;101;84;6959.45
2022;3;Secretaria de Gabinete Central;542848.56;358086.49;65;59;9200.82
2022;3;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;458746.92;300330.2;68;65;7057.64
2022;3;Secretaria de Cultura;409067.22;286525.82;85;71;5761.51
2022;3;Secretaria de Comunicação;243807.31;169400.96;33;26;9377.2
2022;3;Secretaria da Habitação e Regularização Fundiária;203435.18;133568.71;33;32;6357.35
2022;3;Secretaria de Mobilidade;161352.86;102337.42;16;13;12411.76
2022;3;Secretaria de Relações Institucionais e Metropolitanas;138986.73;100657.78;14;12;11582.23
2022;4;Secretaria da Educação;31068844.88;19792700.44;7020;6880;4515.82
2022;4;Secretaria da Saúde;23636007.4;15635311.65;2826;2368;9981.42
2022;4;Secretaria de Segurança Urbana;3635683.71;2312620.51;402;379;9592.83
2022;4;Secretaria de Assuntos Jurídicos e Patrimônio;1712402.33;1138516.71;167;155;11047.76
2022;4;Secretaria de Administração;1567485.06;1025142.44;262;230;6815.15
2022;4;Secretaria da Cidadania;1364353.44;892513.53;235;210;6496.92
2022;4;Secretaria da Fazenda;1287703.6;821543.41;214;190;6777.39
2022;4;Inativos e Pensionistas (Encargos);1164963.75;630104.06;278;278;4190.52
2022;4;Secretaria de Urbanismo e Licenciamento;1104778.96;712225.89;174;158;6992.27
2022;4;Secretaria de Serviços Públicos e Obras;981928.24;614688.83;161;145;6771.92
2022;4;Secretaria de Governo;756664.96;519805.76;76;69;10966.16
2022;4;Secretaria de Gabinete Central;634606.89;431576.58;68;61;10403.39
2022;4;Secretaria de Recursos Humanos;628774.83;416097.4;95;85;7397.35
2022;4;Secretaria do Meio Ambiente, Parques e Jardins;628268.28;417075.83;94;85;7391.39
2022;4;Secretaria de Esportes e Lazer;597274.55;347441.87;78;71;8412.32
2022;4;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;535598.55;371176.98;74;63;8501.56
2022;4;Secretaria de Cultura;372468.07;240893.04;73;69;5398.09
2022;4;Secretaria da Habitação e Regularização Fundiária;265841.98;190758.98;34;33;8055.82
2022;4;Secretaria de Comunicação;211173.85;132497.84;28;25;8446.95
2022;4;Secretaria de Mobilidade;181280.83000000002;116509.48999999999;15;13;13944.68
2022;4;Secretaria de Relações Institucionais e Metropolitanas;124025.86;82207.83;13;12;10335.49
2022;5;Secretaria da Educação;32184263.17;20610391.72;7259;7067;4554.16
2022;5;Secretaria da Saúde;24165494.8;16426341.69;2600;2354;10265.72
2022;5;Secretaria de Segurança Urbana;3787543.37;2433672.6;404;376;10073.25
2022;5;Secretaria de Assuntos Jurídicos e Patrimônio;1659421.16;1066652.0;176;161;10306.96
2022;5;Secretaria da Fazenda;1609472.65;1072232.0;223;191;8426.56
2022;5;Secretaria de Administração;1588381.71;1044433.1900000001;261;227;6997.28
2022;5;Secretaria da Cidadania;1461576.66;985432.78;234;209;6993.19
2022;5;Secretaria de Urbanismo e Licenciamento;1168135.32;763644.34;190;159;7346.76
2022;5;Inativos e Pensionistas (Encargos);1161974.75;610930.69;287;287;4048.69
2022;5;Secretaria de Serviços Públicos e Obras;1031080.22;661138.46;165;144;7160.28
2022;5;Secretaria de Governo;858833.25;594533.82;79;68;12629.9
2022;5;Secretaria de Recursos Humanos;718914.8;472768.75;115;85;8457.82
2022;5;Secretaria de Gabinete Central;680634.7;476407.86;71;61;11157.95
2022;5;Secretaria de Esportes e Lazer;656028.79;425846.74;80;72;9111.51
2022;5;Secretaria do Meio Ambiente, Parques e Jardins;652319.03;438401.03;98;86;7585.1
2022;5;Secretaria de Cultura;476249.32;329293.89;79;71;6707.74
2022;5;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;429816.2;269562.39;70;64;6715.88
2022;5;Secretaria da Habitação e Regularização Fundiária;288428.36;205751.11;37;33;8740.25
2022;5;Secretaria de Comunicação;268950.36;176935.71;33;27;9961.12
2022;5;Secretaria de Relações Institucionais e Metropolitanas;181157.19;139975.51;14;12;15096.43
2022;5;Secretaria de Mobilidade;169599.16999999998;105041.68;15;13;13046.09
2022;6;Secretaria da Educação;32347938.57;20632798.98;7402;7191;4498.39
2022;6;Secretaria da Saúde;24054212.89;16364520.51;2680;2332;10314.84
2022;6;Secretaria de Segurança Urbana;3585076.38;2233444.69;417;379;9459.3
2022;6;Secretaria de Assuntos Jurídicos e Patrimônio;1812445.95;1211144.31;176;161;11257.43
2022;6;Secretaria de Administração;1698482.69;1152904.16;279;243;6989.64
2022;6;Secretaria da Fazenda;1429273.3;958932.29;228;199;7182.28
2022;6;Secretaria da Cidadania;1374499.27;909863.11;235;208;6608.17
2022;6;Secretaria de Urbanismo e Licenciamento;1169654.77;775278.16;186;172;6800.32
2022;6;Inativos e Pensionistas (Encargos);1152925.4;607559.07;277;277;4162.19
2022;6;Secretaria de Serviços Públicos e Obras;1074037.15;701648.11;157;145;7407.15
2022;6;Secretaria de Governo;928368.45;652807.78;85;77;12056.73
2022;6;Secretaria de Recursos Humanos;661934.12;434249.96;107;90;7354.82
2022;6;Secretaria de Gabinete Central;624936.45;409394.60000000003;67;63;9919.63
2022;6;Secretaria de Esportes e Lazer;612976.12;383815.74;78;71;8633.47
2022;6;Secretaria do Meio Ambiente, Parques e Jardins;603852.76;391502.71;93;84;7188.72
2022;6;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;525719.5599999999;357741.67;77;67;7846.56
2022;6;Secretaria de Cultura;437937.57;301077.57;77;71;6168.13
2022;6;Secretaria da Habitação e Regularização Fundiária;254786.42;182072.78;37;34;7493.72
2022;6;Secretaria de Comunicação;216989.57;157023.53;30;26;8345.75
2022;6;Secretaria de Mobilidade;162096.21;97167.4;14;13;12468.94
2022;6;Secretaria de Relações Institucionais e Metropolitanas;131193.57;89353.13;13;12;10932.8
2022;7;Secretaria da Educação;32390334.52;20722095.48;7237;7083;4572.97
2022;7;Secretaria da Saúde;24923280.6;17537137.82;2850;2319;10747.43
2022;7;Secretaria de Segurança Urbana;3538401.0100000002;2216176.44;434;379;9336.15
2022;7;Secretaria de Assuntos Jurídicos e Patrimônio;1702873.5;1095195.3800000001;171;148;11505.9
2022;7;Secretaria de Administração;1583588.8;1061402.89;277;236;6710.12
2022;7;Secretaria da Cidadania;1489381.62;1022108.04;247;206;7230.01
2022;7;Secretaria da Fazenda;1427345.1;929452.18;223;194;7357.45
2022;7;Secretaria de Urbanismo e Licenciamento;1201775.29;801883.87;201;172;6987.07
2022;7;Inativos e Pensionistas (Encargos);1161672.62;609935.74;276;276;4208.96
2022;7;Secretaria de Serviços Públicos e Obras;1102680.55;712557.65;171;146;7552.61
2022;7;Secretaria de Governo;1051947.4;756973.16;112;97;10844.82
2022;7;Secretaria de Recursos Humanos;724558.1;506136.29;113;95;7626.93
2022;7;Secretaria do Meio Ambiente, Parques e Jardins;712365.6;503883.83;104;86;8283.32
2022;7;Secretaria de Gabinete Central;668489.77;445331.57;72;61;10958.85
2022;7;Secretaria de Esportes e Lazer;631466.59;404644.9;92;75;8419.55
2022;7;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;463387.98;298986.58;78;67;6916.24
2022;7;Secretaria de Cultura;403855.99;267477.97;79;71;5688.11
2022;7;Secretaria de Comunicação;242703.9;180201.85;30;25;9708.16
2022;7;Secretaria da Habitação e Regularização Fundiária;216478.34;141333.21;36;33;6559.95
2022;7;Secretaria de Mobilidade;168406.66999999998;104447.04;15;13;12954.36
2022;7;Secretaria de Relações Institucionais e Metropolitanas;141085.5;105519.41;14;11;12825.95
2022;8;Secretaria da Educação;31937987.42;20224851.18;7228;7098;4499.58
2022;8;Secretaria da Saúde;22988109.68;15650278.25;2566;2323;9895.87
2022;8;Secretaria de Segurança Urbana;3456756.98;2106182.12;391;371;9317.4
2022;8;Secretaria de Assuntos Jurídicos e Patrimônio;1818411.3;1229366.29;165;144;12627.86
2022;8;Secretaria de Administração;1636697.46;1102527.23;287;259;6319.3
2022;8;Secretaria da Cidadania;1394994.77;925651.57;233;211;6611.35
2022;8;Secretaria da Fazenda;1388781.1;912436.15;217;189;7348.05
2022;8;Secretaria de Urbanismo e Licenciamento;1222116.14;814594.34;190;174;7023.66
2022;8;Inativos e Pensionistas (Encargos);1091282.17;574685.43;273;273;3997.37
2022;8;Secretaria de Serviços Públicos e Obras;1065189.17;686078.08;168;149;7148.92
2022;8;Secretaria de Governo;900286.38;616621.11;107;100;9002.86
2022;8;Secretaria de Recursos Humanos;711098.22;468870.54;107;97;7330.91
2022;8;Secretaria de Gabinete Central;669912.18;452132.38;66;62;10805.04
2022;8;Secretaria do Meio Ambiente, Parques e Jardins;635979.92;430110.38;93;84;7571.19
2022;8;Secretaria de Esportes e Lazer;604578.64;384536.0;78;75;8061.05
2022;8;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;468500.83;308820.46;74;68;6889.72
2022;8;Secretaria de Cultura;374774.8;241485.68;75;71;5278.52
2022;8;Secretaria da Habitação e Regularização Fundiária;250096.36;169145.23;40;38;6581.48
2022;8;Secretaria de Comunicação;216477.28;153650.17;31;25;8659.09
2022;8;Secretaria de Mobilidade;175209.6;106992.28;15;14;12514.97
2022;8;Secretaria de Relações Institucionais e Metropolitanas;114579.92;75498.87;16;11;10416.36
2022;9;Secretaria da Educação;33434868.62;21412196.15;7732;7256;4607.89
2022;9;Secretaria da Saúde;23641231.85;16251955.94;2734;2325;10168.27
2022;9;Secretaria de Segurança Urbana;3563161.24;2253663.31;448;371;9604.21
2022;9;Secretaria de Administração;1716064.94;1124741.42;305;267;6427.21
2022;9;Secretaria de Assuntos Jurídicos e Patrimônio;1706041.18;1073005.07;162;144;11847.51
2022;9;Secretaria da Fazenda;1685164.7;1134697.25;229;200;8425.82
2022;9;Secretaria da Cidadania;1401537.21;943600.85;246;208;6738.16
2022;9;Secretaria de Urbanismo e Licenciamento;1220551.84;798966.9;201;182;6706.33
2022;9;Inativos e Pensionistas (Encargos);1089654.55;574167.0;278;272;4006.08
2022;9;Secretaria de Serviços Públicos e Obras;1032254.4500000001;647364.46;171;148;6974.69
2022;9;Secretaria de Governo;916314.92;637592.1;106;95;9645.42
2022;9;Secretaria de Gabinete Central;721339.39;489865.02;71;65;11097.53
2022;9;Secretaria de Recursos Humanos;704034.59;462307.73;109;99;7111.46
2022;9;Secretaria de Esportes e Lazer;644131.51;413298.77999999997;91;82;7855.26
2022;9;Secretaria do Meio Ambiente, Parques e Jardins;613549.32;414548.3;93;84;7304.16
2022;9;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;470335.89;296647.63;81;70;6719.08
2022;9;Secretaria de Cultura;452738.74;321093.36;82;69;6561.43
2022;9;Secretaria da Habitação e Regularização Fundiária;302447.9;214878.47;45;39;7755.07
2022;9;Secretaria de Comunicação;210668.38;151464.46;27;25;8426.74
2022;9;Secretaria de Mobilidade;181798.7;113305.06;17;14;12985.62
2022;9;Secretaria de Relações Institucionais e Metropolitanas;163320.67;119590.93;19;13;12563.13
2022;10;Secretaria da Educação;35757792.11;22632676.99;8276;7176;4982.97
2022;10;Secretaria da Saúde;23879024.0;16083834.32;2859;2326;10266.13
2022;10;Secretaria de Segurança Urbana;3504567.43;2178503.94;393;369;9497.47
2022;10;Secretaria de Administração;1829937.59;1215264.51;320;265;6905.42
2022;10;Secretaria de Assuntos Jurídicos e Patrimônio;1624514.09;996869.49;180;141;11521.38
2022;10;Secretaria da Fazenda;1503620.22;974037.78;271;203;7407.0
2022;10;Secretaria da Cidadania;1451969.78;941521.34;268;206;7048.4
2022;10;Secretaria de Urbanismo e Licenciamento;1340861.19;894851.6;213;185;7247.9
2022;10;Inativos e Pensionistas (Encargos);1227949.42;669529.31;333;270;4547.96
2022;10;Secretaria de Serviços Públicos e Obras;1153542.41;711471.11;210;151;7639.35
2022;10;Secretaria de Governo;760550.9400000001;520577.88;93;89;8545.52
2022;10;Secretaria de Recursos Humanos;741940.52;468957.72;133;102;7273.93
2022;10;Secretaria de Gabinete Central;692070.5;449833.83;79;65;10647.24
2022;10;Secretaria de Esportes e Lazer;670562.63;437974.49;95;82;8177.59
2022;10;Secretaria do Meio Ambiente, Parques e Jardins;621561.68;405814.92;103;86;7227.46
2022;10;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;454321.27;276363.6;101;69;6584.37
2022;10;Secretaria de Cultura;392937.16;248804.59;88;68;5778.49
2022;10;Secretaria da Habitação e Regularização Fundiária;302875.82;211329.28;48;39;7766.05
2022;10;Secretaria de Comunicação;233053.91;170748.84;31;26;8963.61
2022;10;Secretaria de Mobilidade;186677.22;111105.19;15;15;12445.15
2022;10;Secretaria de Relações Institucionais e Metropolitanas;135632.9;98104.28;15;12;11302.74
2022;11;Secretaria da Educação;47217057.91;34908725.88;7227;7134;6618.6
2022;11;Secretaria da Saúde;30460097.32;22687846.72;2646;2323;13112.4
2022;11;Secretaria de Segurança Urbana;4755388.05;3354329.55;389;369;12887.23
2022;11;Secretaria de Administração;2284903.93;1717800.34;290;267;8557.69
2022;11;Secretaria de Assuntos Jurídicos e Patrimônio;2232018.54;1620617.27;160;140;15942.99
2022;11;Secretaria da Cidadania;1947334.61;1475833.56;225;203;9592.78
2022;11;Secretaria da Fazenda;1934609.66;1446960.52;226;202;9577.28
2022;11;Secretaria de Urbanismo e Licenciamento;1685338.66;1245126.25;206;187;9012.51
2022;11;Inativos e Pensionistas (Encargos);1652452.77;951010.9299999999;267;267;6188.96
2022;11;Secretaria de Serviços Públicos e Obras;1614975.38;1205137.59;165;151;10695.2
2022;11;Secretaria de Governo;1139004.95;884398.14;99;90;12655.61
2022;11;Secretaria de Gabinete Central;1070149.93;825229.02;78;69;15509.42
2022;11;Secretaria de Recursos Humanos;1056182.15;800485.93;109;99;10668.51
2022;11;Secretaria de Esportes e Lazer;899233.2;661289.62;85;82;10966.26
2022;11;Secretaria do Meio Ambiente, Parques e Jardins;835014.8;628521.39;94;85;9823.7
2022;11;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;651111.79;480009.38;77;69;9436.4
2022;11;Secretaria de Cultura;589046.74;443875.54;79;70;8414.95
2022;11;Secretaria da Habitação e Regularização Fundiária;446657.54;359986.82;43;39;11452.76
2022;11;Secretaria de Mobilidade;311952.83;235049.87;16;15;20796.86
2022;11;Secretaria de Comunicação;302024.35;242960.54;28;25;12080.97
2022;11;Secretaria de Relações Institucionais e Metropolitanas;190709.35;152700.22;14;12;15892.45
2022;12;Secretaria da Educação;62936661.95;29361644.34;12084;6975;9023.18
2022;12;Secretaria da Saúde;43511510.51;22802366.34;5073;2318;18771.14
2022;12;Secretaria de Segurança Urbana;6837875.4;3286219.35;771;366;18682.72
2022;12;Secretaria de Administração;3131116.84;1544699.7;516;266;11771.12
2022;12;Secretaria de Assuntos Jurídicos e Patrimônio;3085071.06;1420086.15;292;139;22194.76
2022;12;Secretaria da Cidadania;2753359.56;1323412.03;439;202;13630.49
2022;12;Secretaria da Fazenda;2676010.37;1326859.22;409;200;13380.05
2022;12;Secretaria de Urbanismo e Licenciamento;2378021.72;1162618.26;352;187;12716.69
2022;12;Inativos e Pensionistas (Encargos);2199443.73;887188.24;511;266;8268.59
2022;12;Secretaria de Serviços Públicos e Obras;2049616.77;959098.39;312;149;13755.82
2022;12;Secretaria de Governo;1627361.11;812614.29;166;92;17688.71
2022;12;Secretaria de Gabinete Central;1337385.35;619852.0;138;68;19667.43
2022;12;Secretaria de Recursos Humanos;1266945.24;609034.79;202;98;12928.01
2022;12;Secretaria de Esportes e Lazer;1236869.81;584154.92;161;80;15460.87
2022;12;Secretaria do Meio Ambiente, Parques e Jardins;1103429.09;537686.56;155;78;14146.53
2022;12;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;910168.79;424726.17;141;69;13190.85
2022;12;Secretaria de Cultura;656563.05;305220.41;125;68;9655.34
2022;12;Secretaria da Habitação e Regularização Fundiária;470854.69;227757.41999999998;74;39;12073.2
2022;12;Secretaria de Comunicação;392907.28;197514.06;50;25;15716.29
2022;12;Secretaria de Mobilidade;367586.67;149314.2;33;15;24505.78
2022;12;Secretaria de Relações Institucionais e Metropolitanas;224931.41;107508.41;24;12;18744.28
2023;1;Secretaria da Educação;39495444.51;25946537.1;10296;6303;6266.13
2023;1;Secretaria da Saúde;22941987.24;15604340.81;2548;2305;9953.14
2023;1;Secretaria de Segurança Urbana;3407600.43;2075610.53;394;367;9285.01
2023;1;Secretaria de Assuntos Jurídicos e Patrimônio;1804144.27;1254416.29;142;119;15160.88
2023;1;Secretaria de Administração;1722251.71;1151987.53;296;267;6450.38
2023;1;Secretaria da Fazenda;1659827.31;1109742.29;217;201;8257.85
2023;1;Secretaria da Cidadania;1366340.14;889216.34;221;202;6764.06
2023;1;Secretaria de Planejamento e Desenvolvimento Urbano;1243277.86;806055.49;200;185;6720.42
2023;1;Secretaria de Serviços Públicos e Obras;1104357.82;714791.07;164;149;7411.8
2023;1;Secretaria de Governo;973956.91;677149.67;120;108;9018.12
2023;1;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;971944.59;561915.33;170;161;6036.92
2023;1;Secretaria de Recursos Humanos;714883.79;460966.54;114;100;7148.84
2023;1;Secretaria de Gabinete Central;662537.62;423974.49;73;69;9601.99
2023;1;Secretaria de Esportes e Lazer;642921.49;412434.14;89;78;8242.58
2023;1;Secretaria do Meio Ambiente, Parques e Jardins;596519.42;388800.68;86;79;7550.88
2023;1;Chefia do Poder Executivo;586950.18;305564.2;172;172;3412.5
2023;1;Secretaria de Cultura;465510.56;338993.56;76;68;6845.74
2023;1;Secretaria da Habitação e Regularização Fundiária;266492.26;177541.34;42;38;7012.95
2023;1;Secretaria de Comunicação;225096.36000000002;167458.78;29;24;9379.02
2023;1;Secretaria de Mobilidade;177322.09;107949.62;17;16;11082.63
2023;1;Secretaria de Relações Institucionais e Metropolitanas;114614.03;80066.23;11;11;10419.46
2023;2;Secretaria da Educação;34937024.98;21431358.43;5716;5463;6395.21
2023;2;Secretaria da Saúde;26456269.34;17396243.5;2712;2305;11477.77
2023;2;Secretaria de Segurança Urbana;4319029.56;2707113.3;411;367;11768.47
2023;2;Secretaria de Assuntos Jurídicos e Patrimônio;2007447.3900000001;1281577.63;130;119;16869.31
2023;2;Secretaria de Administração;1937313.83;1264384.71;296;263;7366.21
2023;2;Secretaria da Cidadania;1811914.58;1202855.37;294;239;7581.23
2023;2;Secretaria da Fazenda;1750934.04;1158204.42;227;203;8625.29
2023;2;Secretaria de Planejamento e Desenvolvimento Urbano;1425096.85;911246.8200000001;216;180;7917.2
2023;2;Secretaria de Serviços Públicos e Obras;1274997.31;830142.53;164;148;8614.85
2023;2;Secretaria de Governo;1233045.3699999999;851530.28;126;115;10722.13
2023;2;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;994157.33;575176.54;163;156;6372.8
2023;2;Secretaria de Gabinete Central;860390.74;573854.51;77;65;13236.78
2023;2;Secretaria de Recursos Humanos;814500.01;531881.75;109;99;8227.27
2023;2;Secretaria do Meio Ambiente, Parques e Jardins;688938.3099999999;453710.25;88;81;8505.41
2023;2;Secretaria de Esportes e Lazer;687312.65;433897.56;85;76;9043.59
2023;2;Chefia do Poder Executivo;576855.92;298058.62;170;170;3393.27
2023;2;Secretaria de Cultura;403197.43;270060.68;69;64;6299.96
2023;2;Secretaria da Habitação e Regularização Fundiária;333621.13;228203.55;42;39;8554.39
2023;2;Secretaria de Comunicação;273966.77999999997;203567.38999999998;34;28;9784.53
2023;2;Secretaria de Mobilidade;251863.98;159209.94;19;16;15741.5
2023;2;Secretaria de Relações Institucionais e Metropolitanas;114696.09;80582.92;10;9;12744.01
2023;3;Secretaria da Educação;41777375.86;27412878.3;7357;6979;5986.16
2023;3;Secretaria da Saúde;27346428.05;18459798.38;2662;2313;11822.93
2023;3;Secretaria de Segurança Urbana;4320343.59;2734251.82;417;366;11804.22
2023;3;Secretaria de Administração;2071082.22;1373414.51;286;259;7996.46
2023;3;Secretaria de Assuntos Jurídicos e Patrimônio;1963883.8800000001;1210897.17;132;118;16643.08
2023;3;Secretaria da Cidadania;1923524.31;1305158.85;273;243;7915.74
2023;3;Secretaria da Fazenda;1803860.0;1218470.57;232;206;8756.6
2023;3;Secretaria de Planejamento e Desenvolvimento Urbano;1516985.26;1015160.18;205;182;8335.08
2023;3;Secretaria de Serviços Públicos e Obras;1402649.46;947033.84;170;150;9351.0
2023;3;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;1192047.48;745056.71;167;157;7592.66
2023;3;Secretaria de Governo;1161636.8;803591.3;133;119;9761.65
2023;3;Secretaria de Recursos Humanos;957175.03;667185.58;120;101;9476.98
2023;3;Secretaria de Gabinete Central;894855.92;601726.23;80;74;12092.65
2023;3;Secretaria do Meio Ambiente, Parques e Jardins;785603.92;546765.56;89;80;9820.05
2023;3;Secretaria de Esportes e Lazer;734837.58;474923.75;86;78;9420.99
2023;3;Chefia do Poder Executivo;706118.69;407857.13;170;169;4178.22
2023;3;Secretaria de Cultura;434476.06;292569.61;79;65;6684.25
2023;3;Secretaria da Habitação e Regularização Fundiária;315267.15;214283.43;43;39;8083.77
2023;3;Secretaria de Comunicação;269839.21;199243.34;31;28;9637.11
2023;3;Secretaria de Mobilidade;233412.1;150193.9;25;22;10609.64
2023;3;Secretaria de Relações Institucionais e Metropolitanas;127762.44;89350.79000000001;10;10;12776.24
2023;4;Secretaria da Educação;36191293.23;23015323.65;10072;7619;4750.14
2023;4;Secretaria da Saúde;24142156.9;16024689.17;3928;2319;10410.59
2023;4;Secretaria de Segurança Urbana;3728991.42;2275675.88;711;367;10160.74
2023;4;Secretaria de Administração;1943463.1500000001;1336390.15;395;263;7389.59
2023;4;Secretaria da Cidadania;1767421.95;1182949.2;378;243;7273.34
2023;4;Secretaria de Assuntos Jurídicos e Patrimônio;1723245.66;1077383.2;161;115;14984.74
2023;4;Secretaria da Fazenda;1510681.45;975612.48;323;207;7297.98
2023;4;Secretaria de Planejamento e Desenvolvimento Urbano;1405757.1;950302.78;288;184;7639.98
2023;4;Secretaria de Governo;1080350.44;759065.97;151;119;9078.58
2023;4;Secretaria de Serviços Públicos e Obras;1054403.95;684135.63;222;136;7752.97
2023;4;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;1020052.86;606145.94;194;159;6415.43
2023;4;Secretaria de Gabinete Central;804348.97;525468.3;107;75;10724.65
2023;4;Secretaria de Recursos Humanos;779799.55;519859.14;153;102;7645.09
2023;4;Secretaria do Meio Ambiente, Parques e Jardins;774488.96;512905.31;145;96;8067.59
2023;4;Secretaria de Esportes e Lazer;628874.27;391240.01;108;80;7860.93
2023;4;Chefia do Poder Executivo;604975.54;329117.01;168;168;3601.04
2023;4;Secretaria de Cultura;357711.37;229935.37;97;64;5589.24
2023;4;Secretaria de Comunicação;279223.33;216950.55;39;28;9972.26
2023;4;Secretaria da Habitação e Regularização Fundiária;278857.13;184758.0;50;37;7536.68
2023;4;Secretaria de Mobilidade;198989.72;123331.9;31;25;7959.59
2023;4;Secretaria de Relações Institucionais e Metropolitanas;118722.99;83187.0;11;10;11872.3
2023;5;Secretaria da Educação;36094688.57;22930582.43;7802;7555;4777.59
2023;5;Secretaria da Saúde;24412824.66;16291372.66;2670;2342;10423.92
2023;5;Secretaria de Segurança Urbana;3808601.11;2404949.93;388;366;10406.01
2023;5;Secretaria de Administração;1848852.21;1230559.05;307;272;6797.25
2023;5;Secretaria da Cidadania;1806644.74;1209285.6;275;252;7169.23
2023;5;Secretaria de Assuntos Jurídicos e Patrimônio;1616381.53;1007631.51;131;122;13249.03
2023;5;Secretaria da Fazenda;1505675.42;978165.96;229;205;7344.76
2023;5;Secretaria de Planejamento e Desenvolvimento Urbano;1326519.68;900554.6;206;185;7170.38
2023;5;Secretaria de Governo;1218179.51;834915.43;144;131;9299.08
2023;5;Secretaria de Serviços Públicos e Obras;1062569.3;688548.14;158;142;7482.88
2023;5;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;983294.25;572923.17;167;163;6032.48
2023;5;Secretaria de Gabinete Central;827825.76;553359.25;96;85;9739.13
2023;5;Secretaria do Meio Ambiente, Parques e Jardins;824179.08;559752.87;121;107;7702.61
2023;5;Secretaria de Recursos Humanos;742583.3;508753.27;120;110;6750.76
2023;5;Chefia do Poder Executivo;611177.17;332748.35;168;168;3637.96
2023;5;Secretaria de Esportes e Lazer;596813.9;367983.66;85;82;7278.22
2023;5;Secretaria de Cultura;385325.5;248166.85;74;65;5928.08
2023;5;Secretaria da Habitação e Regularização Fundiária;291347.52999999997;195232.9;41;39;7470.45
2023;5;Secretaria de Mobilidade;268182.93;183163.68;31;27;9932.7
2023;5;Secretaria de Comunicação;226708.9;159970.31;32;29;7817.55
2023;5;Secretaria de Relações Institucionais e Metropolitanas;130383.48;94121.35;12;11;11853.04
2023;6;Secretaria da Educação;38298436.67;24560525.2;7919;7783;4920.78
2023;6;Secretaria da Saúde;25034220.89;16722106.97;2646;2356;10625.73
2023;6;Secretaria de Segurança Urbana;3779235.95;2359093.18;385;360;10497.88
2023;6;Secretaria de Administração;1831138.53;1206221.72;306;278;6586.83
2023;6;Secretaria da Cidadania;1817053.53;1202423.98;280;253;7182.03
2023;6;Secretaria de Assuntos Jurídicos e Patrimônio;1799094.15;1175724.19;137;122;14746.67
2023;6;Secretaria da Fazenda;1612356.23;1070792.07;239;203;7942.64
2023;6;Secretaria de Planejamento e Desenvolvimento Urbano;1262098.94;822689.2;204;183;6896.72
2023;6;Secretaria de Governo;1215935.75;835967.85;136;126;9650.28
2023;6;Secretaria de Serviços Públicos e Obras;1097147.73;707621.21;153;141;7781.19
2023;6;Secretaria de Desenvolvimento Econômico, Trabalho e Turismo;1026364.76;605048.29;170;163;6296.72
2023;6;Secretaria do Meio Ambiente, Parques e Jardins;902275.64;627594.67;122;110;8202.51
2023;6;Secretaria de Gabinete Central;812752.59;542417.13;89;84;9675.63
2023;6;Secretaria de Recursos Humanos;755341.63;500797.01;129;118;6401.2
2023;6;Secretaria de Esportes e Lazer;701967.71;458885.47000000003;90;83;8457.44
2023;6;Chefia do Poder Executivo;602825.89;328188.16;167;167;3609.74
2023;6;Secretaria de Cultura;383646.2;249370.36;80;72;5328.42
2023;6;Secretaria da Habitação e Regularização Fundiária;297974.89999999997;207330.08;44;40;7449.37
2023;6;Secretaria de Comunicação;237299.13999999998;172428.13;30;27;8788.86
2023;6;Secretaria de Mobilidade;233599.02;144787.66;29;26;8984.58
